X,Y,Z
2.07119812394118,0.909735537604192,1.22673524868876
2.07115589966549,0.909855659526236,1.2267096814508
2.0711138482736,0.909974290617495,1.22668062036689
2.07107372709361,0.910088087470764,1.22664502086716
2.07103841089294,0.910192435249201,1.2266003311943
2.07101017940806,0.910284074822653,1.22654634069847
2.07098978606723,0.910362741337493,1.22648531819564
2.07097678463818,0.910430801724187,1.22642089185195
2.07097003181246,0.910491809176841,1.22635711631188
2.07096771725411,0.910548666702729,1.22629763666292
2.07096729159523,0.910602780509746,1.22624491257935
2.07096603313511,0.910654630316983,1.22620000038631
2.07096194767534,0.910703947435813,1.22616268622325
2.07095414076027,0.910748915333888,1.22613162468407
2.07094268011492,0.910786298943473,1.22610482969106
2.07092840022867,0.910813086133429,1.22608056708468
2.07091259986214,0.910827913107102,1.2260579316956
2.0708964803161,0.910831560275301,1.22603683568827
2.07088064467824,0.910826732774068,1.22601770991675
2.07086497522103,0.910816893836827,1.22600104214855
2.07084885890445,0.910804852483342,1.22598697926011
2.07083145647582,0.910792106303389,1.225975238786
2.07081180102835,0.910779159926797,1.22596529166853
2.0707889755342,0.910766358719494,1.22595666728883
2.07076245472095,0.910753865447723,1.22594897122482
2.07073238988317,0.910740972146844,1.22594167599449
2.07069970431978,0.910726468976951,1.22593425330884
2.07066587426438,0.910709648555651,1.22592638691837
2.07063245095259,0.910690611414276,1.22591783102003
2.07060046540865,0.910670062237002,1.22590819996247
2.07056988780796,0.910649116371315,1.22589688789057
2.07053952591136,0.910629035577302,1.22588305217571
2.07050751918224,0.910610862763179,1.22586580425405
2.07047215207553,0.910595192423758,1.22584476994207
2.0704325629758,0.910582182139956,1.22582070212082
2.07038900559912,0.910571772027973,1.22579547262818
2.07034267824355,0.910563945738051,1.22577132708434
2.0702953529269,0.91055884906061,1.22575010726258
2.07024888730308,0.910556758971948,1.22573294826874
2.07020473750339,0.910557938888844,1.22572032585025
2.07016373955814,0.910562431668577,1.2257122734633
2.07012618873006,0.910569898305878,1.22570868275201
2.07009194964079,0.91057959442826,1.22570946479753
2.07006053785807,0.910590448909266,1.22571442120642
2.07003134339567,0.910601183256069,1.22572297727233
2.07000390096934,0.910610554297967,1.22573397648678
2.06997801070375,0.910617702198936,1.22574571611196
2.0699537780403,0.91062235672387,1.22575633595581
2.0699315970263,0.910624751364136,1.22576425437984
2.06991198505246,0.910625376441029,1.22576832637127
2.06989537068498,0.910624832499498,1.22576791388666
2.06988201948239,0.910623914510872,1.22576312492327
2.06987213461977,0.910623832562451,1.22575505843448
2.06986591257892,0.910626074243334,1.22574553178055
2.06986335172071,0.910631453996805,1.22573618616662
2.06986410994744,0.910639290957653,1.22572786824665
2.06986773315,0.910647880428995,1.22572084889032
2.06987397800467,0.910655525331838,1.22571525713366
2.06988283974755,0.910661033158685,1.22571117940063
2.06989433955883,0.910663778964371,1.22570848672455
2.06990839689635,0.910663742640696,1.22570669637474
2.06992489224313,0.910661545711436,1.22570506343352
2.06994373277591,0.910658333714503,1.22570268764531
2.0699648271875,0.910655523822495,1.22569855382013
2.06998800140653,0.910654546131939,1.22569173872943
2.07001294741585,0.910656650372714,1.22568172579466
2.07003939751688,0.910662788408919,1.22566862522236
2.07006738159841,0.910673588734096,1.22565320620246
2.07009711263295,0.910689472032577,1.22563669849939
2.07012856737693,0.910710775149321,1.22562059211152
2.07016134378279,0.910737668089477,1.22560658550392
2.07019496557267,0.910769997669026,1.2255963254554
2.07022918663929,0.910807277481763,1.22559076616422
2.07026396653405,0.910848660430705,1.22558967613614
2.07029928952785,0.910892929879221,1.22559175059036
2.0703351470706,0.910938850646034,1.22559509934745
2.07037173409013,0.910985691930316,1.22559776110259
2.07040946773673,0.911033316166978,1.22559807737461
2.07044853767063,0.911081612549947,1.22559474880557
2.07048850050447,0.911130075594845,1.22558683297984
2.07052845980745,0.911178215763273,1.22557401903201
2.0705674929982,0.911226023194984,1.22555677393635
2.07060486118237,0.911273831172089,1.2255360796433
2.07064010707222,0.911321966830586,1.22551316949037
2.0706732197169,0.911370510148171,1.22548946509193
2.07070469071552,0.911419229024046,1.22546646881669
2.07073532665289,0.911467710898792,1.22544559420318
2.07076599680129,0.911515570188712,1.22542815983858
2.07079743771067,0.911562634668877,1.22541548912984
2.07083009225548,0.911609116304735,1.22540886725128
2.07086403885764,0.911655682602716,1.22540934107849
2.07089907636278,0.911703345037915,1.22541754738734
2.07093492546151,0.911753257013478,1.22543365165307
2.07097144214032,0.91180646373332,1.22545736894251
2.07100876045268,0.911863527129308,1.22548800196495
2.07104734056345,0.911924216822557,1.2255244495982
2.07108788100717,0.911987616067257,1.22556524025125
2.07113110282648,0.912052563497831,1.22560863873193
2.07117758435644,0.912118052615264,1.22565288295426
2.07122774262456,0.912183441170132,1.2256965418647
2.07128186762675,0.912248543943769,1.22573875152612
2.07134020965424,0.912313597568354,1.22577916225498
2.07140312020037,0.91237907688756,1.22581771395386
2.07147111329326,0.912445487986644,1.22585443427309
2.07154481738504,0.912513188877683,1.2258894024042
2.07162485600998,0.91258222092089,1.22592281082469
2.07171166507483,0.912652226749613,1.22595489965828
2.07180534668367,0.912722507115411,1.22598579952
2.07190566664118,0.912792204407113,1.22601548247061
2.07201215757538,0.912860575877767,1.22604384828808
2.07212418487134,0.91292732228796,1.2260708879108
2.0722409097122,0.912992944945316,1.22609687095032
2.07236132438579,0.91305898016991,1.22612258724238
2.07248452088829,0.913127942754481,1.22614960230435
2.07260997317698,0.913203089418219,1.22618028524021
2.07273750624866,0.913288220690329,1.22621752299911
2.07286694275016,0.913387509679634,1.22626419432955
2.07299769625845,0.913505266172985,1.22632250179791
2.07312863104559,0.913645587291211,1.22639336925793
2.07325823586145,0.913811728679535,1.22647606233066
2.07338486851362,0.91400521581809,1.22656815725793
2.07350697694103,0.914225223125853,1.2266659433312
2.07362333776615,0.914468742109207,1.22676511490283
2.07373325800663,0.914731595458766,1.22686157056192
2.07383660545598,0.915009725319169,1.22695207368338
2.07393347551502,0.91529962851607,1.22703434616051
2.07402368218738,0.915597741931375,1.22710660035532
2.07410662721587,0.915899949478472,1.22716707028376
2.07418173095104,0.916201946232241,1.22721402328463
2.07424905669049,0.91650017442518,1.22724630022198
2.07430946088024,0.916792306863351,1.2272637596121
2.07436408004334,0.917076671688343,1.22726710787342
2.07441385868589,0.917351619100092,1.22725754375778
2.07445956252766,0.917615504516613,1.22723660215744
2.07450189947881,0.917866772133288,1.22720602219168
2.07454139699589,0.918104039405337,1.22716757074454
2.07457817068405,0.918326307693794,1.22712291677031
2.07461195252883,0.918533008841901,1.22707356041512
2.07464250795446,0.918723866726984,1.22702080503863
2.07467012858937,0.918898951301566,1.22696579907809
2.07469583800205,0.919059034858921,1.22690960945022
2.07472123565053,0.91920584754223,1.22685315784481
2.07474808021349,0.919341655655831,1.22679689518096
2.07477788345538,0.919468312512516,1.22674054638239
2.07481176404518,0.919586749645618,1.22668329029989
2.07485042854527,0.919697281702389,1.22662407971845
2.07489416898008,0.919800122547574,1.22656185264729
2.0749429956622,0.919895620479926,1.22649576127412
2.07499679308496,0.919984232867861,1.22642527655527
2.07505528288208,0.920066327473442,1.22635001025149
2.07511785986912,0.920141770390921,1.22626943919879
2.07518357567356,0.920209564117633,1.2261828297591
2.07525144302902,0.920268224069065,1.22608957046375
2.07532085178543,0.920316855680961,1.22598970828452
2.07539178848513,0.920355931396916,1.22588422808019
2.07546484149991,0.920387184538924,1.22577490485256
2.07554097919157,0.920412665251639,1.22566378755087
2.0756210678689,0.920433472430264,1.22555259045206
2.07570546171463,0.920449226167256,1.22544250198429
2.07579406422325,0.920458767817315,1.22533451455279
2.07588676559493,0.92046126997624,1.22522977510988
2.07598382365812,0.920456641046163,1.22512961177573
2.07608590717747,0.920445153936226,1.2250354411169
2.07619379508607,0.92042705897221,1.22494877725935
2.07630790927891,0.920402609428786,1.22487120114129
2.07642794895037,0.920372323673999,1.22480403108182
2.07655285152927,0.9203371114869,1.22474776296112
2.0766810904538,0.920298094780917,1.22470177775358
2.07681110535823,0.920256233753146,1.22466457827131
2.07694167454672,0.92021194210796,1.22463421761274
2.07707205438434,0.920164928009694,1.22460859989047
2.07720181492532,0.920114456252626,1.22458570483484
2.07733061334261,0.920059892608182,1.22456384191769
2.07745807619526,0.920001194148518,1.22454189398752
2.07758374769262,0.919939149659046,1.22451946553747
2.07770713308511,0.919875302184798,1.22449684774191
2.07782781734071,0.919811627441944,1.22447479242225
2.07794551480579,0.919750192194493,1.22445428222562
2.07805998674428,0.919692874921511,1.22443641272829
2.07817098644804,0.919641082140096,1.22442227248961
2.0782783441875,0.919595559397061,1.22441272415429
2.07838198314675,0.919556470640325,1.22440814177006
2.07848181583722,0.919523693327819,1.22440828390228
2.07857771288857,0.919497140893957,1.22441239768006
2.078669479165,0.919476958160559,1.22441940476702
2.07875679218322,0.919463469494596,1.22442804327945
2.07883926214675,0.919456899695057,1.22443700208667
2.07891660763064,0.919457036519765,1.22444504623439
2.07898881364169,0.919463013790727,1.22445108097469
2.07905616633002,0.919473336759507,1.22445415193516
2.07911913145715,0.91948610764152,1.22445341916164
2.07917815983851,0.919499255060295,1.22444812626196
2.0792335446312,0.919510705232152,1.22443756362248
2.0792854547623,0.919518623590706,1.22442110236941
2.07933411186488,0.919521694891573,1.224398361609
2.07937986291398,0.919519240624432,1.22436939989829
2.07942310554374,0.919511144581513,1.22433480989948
2.0794642447969,0.919497686374992,1.22429566642528
2.07950363537467,0.919479331047547,1.22425334240273
2.07954147000072,0.919456545919326,1.22420931982541
2.07957778666015,0.919429728317365,1.22416504827652
2.07961255820182,0.919399226494642,1.22412175900216
2.07964571904879,0.919365376646721,1.22408025679952
2.07967719364316,0.919328553180903,1.2240408501823
2.07970694570369,0.919289277195247,1.22400344172048
2.07973498542466,0.919248334475429,1.223967673167
2.07976135107662,0.919206821798241,1.22393306441057
2.07978606004121,0.919166070933744,1.22389913845625
2.07980911867685,0.919127401384979,1.22386561331856
2.07983071273595,0.919091779433026,1.22383267097548
2.0798513141186,0.919059606707878,1.22380106042083
2.0798713899326,0.91903078487214,1.22377189968111
2.07989099987432,0.919004966482749,1.22374635408668
2.0799097366166,0.918981808731999,1.22372529135608
2.07992696175728,0.918961156429031,1.22370894827657
2.07994210180323,0.91894310185753,1.22369683111158
2.07995495453075,0.918927857620229,1.22368798412212
2.07996585243685,0.918915511422365,1.223681412378
2.0799754126859,0.918905833399348,1.22367628497382
2.07998406749115,0.918898272440141,1.22367185079215
2.0799919070713,0.918892122523024,1.22366737803274
2.07999887398601,0.918886657480804,1.22366230266875
2.08000495656987,0.918881136598112,1.22365643843032
2.0800102352136,0.918874854968368,1.22365000857911
2.08001482513149,0.918867330200289,1.22364344942005
2.08001882923699,0.918858475661579,1.22363720839095
2.08002240610278,0.91884861224152,1.22363173379555
2.08002587700917,0.918838313035258,1.22362751501348
2.08002969874397,0.918828238604691,1.22362496019451
2.08003430732228,0.918819079638697,1.22362422498285
2.08004002086729,0.918811491953429,1.22362519000997
2.08004703049262,0.918805964743484,1.22362755992257
2.08005533657738,0.918802769752403,1.22363097618771
2.08006470237236,0.91880202439392,1.22363511032464
2.08007477851822,0.918803736584252,1.22363972606327
2.08008526998713,0.918807809206824,1.22364465556553
2.08009597587281,0.91881410690541,1.22364968797469
2.08010676233404,0.918822563968631,1.22365447377307
2.08011750451353,0.918833216322528,1.22365851913757
2.08012798303274,0.918846184816059,1.22366127729759
2.08013792947837,0.918861690281088,1.22366229648987
2.08014725085306,0.918880093635525,1.22366131166294
2.08015610036314,0.918901894327418,1.22365821764869
2.08016469433574,0.918927637104372,1.22365302688334
2.08017314239121,0.918957801677259,1.2236459133359
2.08018145602733,0.918992718426692,1.22363724580497
2.08018962477592,0.919032442968687,1.22362749408388
2.08019766229687,0.919076688604412,1.22361705665877
2.08020565288235,0.919124931845277,1.22360611926845
2.08021375055675,0.919176529594026,1.22359466313939
2.08022209688225,0.919230752744423,1.22358260147108
2.08023075477721,0.919286865712366,1.22356987772391
2.08023971000867,0.919344283127221,1.22355651785257
2.0802488911418,0.919402690675845,1.22354268395953
2.08025815737456,0.919462044564704,1.22352870693847
2.08026729928585,0.919522477564489,1.22351507236688
2.08027615161845,0.919584203239358,1.22350227712618
2.08028475894041,0.919647407355832,1.22349066285411
2.08029341007457,0.919712119758888,1.2234804863717
2.08030251511696,0.919778252043277,1.22347214506069
2.08031248517148,0.919845901695669,1.22346625271053
2.08032367510084,0.919915647371532,1.2234634627219
2.08033629714333,0.919988496384184,1.22346420118958
2.08035038736613,0.920065552115829,1.22346857262419
2.08036593431955,0.920147671853144,1.22347641844306
2.08038298275032,0.920235252957591,1.22348727707399
2.08040155787068,0.920328203061363,1.22350029927373
2.08042150649659,0.920425993946799,1.22351436628601
2.08044240372797,0.920527682926343,1.22352833593364
2.08046357497465,0.920631987846245,1.22354116080724
2.08048417474073,0.920737440236327,1.22355191731631
2.08050329320854,0.920842488108952,1.22355990298828
2.08052010266624,0.920945485071438,1.22356473810933
2.0805340089949,0.921044635943448,1.22356642558673
2.08054477718618,0.92113800137782,1.22356542833654
2.08055259484828,0.921223640744102,1.22356271941328
2.08055804339408,0.921299964998652,1.22355975307837
2.08056202354025,0.921366257683512,1.22355838355695
2.08056568523512,0.921423191209897,1.22356068849339
2.08057036741961,0.921473085543795,1.22356864219715
2.08057752331413,0.921519693569617,1.22358369396919
2.08058861214142,0.921567531475825,1.2236063605846
2.08060497568504,0.921620910842384,1.22363601668193
2.08062766245587,0.921682975508774,1.22367099090322
2.08065719762507,0.921755147024028,1.22370883747668
2.08069346934312,0.921837108565907,1.22374669334878
2.08073582158641,0.921927226997563,1.22378171521361
2.08078329142036,0.922023228537996,1.2238115237298
