Frame,Time,SMPTE,bar_head_x,bar_head_y,bar_head_z
1,0.0,00:34:38.17:01,921.5668,1560.2338,-94.181
2,0.01042,00:34:38.17:02,921.5856,1560.2462,-94.1928
3,0.02083,00:34:38.17:03,921.6104,1560.2504,-94.2052
4,0.03125,00:34:38.18:00,921.8982,1560.3848,-94.2436
5,0.04167,00:34:38.18:01,921.834,1560.2756,-94.215
6,0.052079999999999994,00:34:38.18:02,921.862,1560.2638,-94.1998
7,0.0625,00:34:38.18:03,921.8938,1560.2736,-94.183
8,0.07292,00:34:38.19:00,921.9228,1560.2758,-94.1658
9,0.08333,00:34:38.19:01,921.964,1560.2736,-94.1468
10,0.09375,00:34:38.19:02,921.988,1560.259,-94.123
11,0.10417,00:34:38.19:03,921.9994,1560.251,-94.1156
12,0.11458,00:34:38.20:00,922.0178,1560.2434,-94.0956
13,0.125,00:34:38.20:01,922.0562,1560.2482,-94.0852
14,0.13542,00:34:38.20:02,922.0682,1560.2342,-94.0838
15,0.14583,00:34:38.20:03,922.0762,1560.237,-94.0722
16,0.15625,00:34:38.21:00,922.0842,1560.2304,-94.0778
17,0.16667,00:34:38.21:01,922.1008,1560.2226,-94.0758
18,0.17708,00:34:38.21:02,922.1042,1560.2179999999996,-94.0976
19,0.1875,00:34:38.21:03,922.1056,1560.2086,-94.1004
20,0.19792,00:34:38.22:00,922.1046,1560.217,-94.1304
21,0.20833000000000002,00:34:38.22:01,922.1052,1560.2179999999996,-94.1414
22,0.21875,00:34:38.22:02,922.0946,1560.2296,-94.1564
23,0.22916999999999998,00:34:38.22:03,922.097,1560.2244,-94.1628
24,0.23958000000000002,00:34:38.23:00,922.1026,1560.2234,-94.1696
25,0.25,00:34:38.23:01,922.0998,1560.2202,-94.1674
26,0.26042,00:34:38.23:02,922.1048,1560.2296,-94.1644
27,0.27083,00:34:38.23:03,922.107,1560.2362,-94.1674
28,0.28125,00:34:38.24:00,922.1232,1560.236,-94.1488
29,0.29167,00:34:38.24:01,922.1218,1560.2420000000004,-94.1478
30,0.30208,00:34:38.24:02,922.1338,1560.2484,-94.1412
31,0.3125,00:34:38.24:03,922.1426,1560.2368,-94.1276
32,0.32292,00:34:39.00:00,922.1588,1560.2366,-94.1206
33,0.33333,00:34:39.00:01,922.1636,1560.2238,-94.1108
34,0.34375,00:34:39.00:02,922.179,1560.2108,-94.1078
35,0.35417,00:34:39.00:03,922.1798,1560.1984,-94.1162
36,0.36458,00:34:39.01:00,922.1784,1560.1792,-94.1316
37,0.375,00:34:39.01:01,922.175,1560.1676,-94.1484
38,0.38542,00:34:39.01:02,922.1374,1560.144,-94.1708
39,0.39583,00:34:39.01:03,922.1202,1560.1429999999998,-94.1972
40,0.40625,00:34:39.02:00,922.0872,1560.1198,-94.2168
41,0.41667,00:34:39.02:01,922.056,1560.1106,-94.2456
42,0.42708,00:34:39.02:02,921.9956,1560.1202,-94.2446
43,0.4375,00:34:39.02:03,921.963,1560.129,-94.25
44,0.44792,00:34:39.03:00,921.9088,1560.1386,-94.261
45,0.45833,00:34:39.03:01,921.8576,1560.1496,-94.2694
46,0.46875,00:34:39.03:02,921.8294,1560.1524,-94.2464
47,0.47917,00:34:39.03:03,921.7936,1560.1406,-94.2172
48,0.48958,00:34:39.04:00,921.7892,1560.1458,-94.189
49,0.5,00:34:39.04:01,921.7706,1560.1344,-94.1444
50,0.51042,00:34:39.04:02,921.7702,1560.1478,-94.097
51,0.52083,00:34:39.04:03,921.7794,1560.1412,-94.0522
52,0.53125,00:34:39.05:00,921.7886,1560.1318,-93.9796
53,0.54167,00:34:39.05:01,921.817,1560.1264,-93.9066
54,0.55208,00:34:39.05:02,921.8628,1560.1276,-93.846
55,0.5625,00:34:39.05:03,921.9012,1560.1116,-93.783
56,0.57292,00:34:39.06:00,921.9546,1560.1034,-93.7202
57,0.58333,00:34:39.06:01,922.021,1560.1,-93.6672
58,0.59375,00:34:39.06:02,922.0754,1560.0962,-93.6208
59,0.60417,00:34:39.06:03,922.134,1560.0938,-93.5664
60,0.61458,00:34:39.07:00,922.2112,1560.0846,-93.5068
61,0.625,00:34:39.07:01,922.2756,1560.0874,-93.4546
62,0.63542,00:34:39.07:02,922.3462,1560.0764,-93.396
63,0.64583,00:34:39.07:03,922.4126,1560.071,-93.323
64,0.65625,00:34:39.08:00,922.4952,1560.072,-93.2308
65,0.66667,00:34:39.08:01,922.5558,1560.0722,-93.131
66,0.67708,00:34:39.08:02,922.63,1560.0814,-93.0228
67,0.6875,00:34:39.08:03,922.6912,1560.1032,-92.888
68,0.69792,00:34:39.09:00,922.7538,1560.1136,-92.7628
69,0.70833,00:34:39.09:01,922.7852,1560.1292,-92.6438
70,0.71875,00:34:39.09:02,922.8314,1560.1666,-92.5082
71,0.72917,00:34:39.09:03,922.8596,1560.17,-92.3884
72,0.73958,00:34:39.10:00,922.8774,1560.1618,-92.2622
73,0.75,00:34:39.10:01,922.8932,1560.1624,-92.1282
74,0.76042,00:34:39.10:02,922.885,1560.1616,-91.9804
75,0.77083,00:34:39.10:03,922.8724,1560.1612,-91.8152
76,0.78125,00:34:39.11:00,922.821,1560.1629999999998,-91.6476
77,0.79167,00:34:39.11:01,922.7774,1560.1556,-91.478
78,0.80208,00:34:39.11:02,922.7218,1560.1328,-91.3078
79,0.8125,00:34:39.11:03,922.6544,1560.1132,-91.1486
80,0.8229200000000001,00:34:39.12:00,922.6096,1560.0970000000002,-90.9792
81,0.8333299999999999,00:34:39.12:01,922.5506,1560.088,-90.8114
82,0.84375,00:34:39.12:02,922.4724,1560.0904,-90.6654
83,0.8541700000000001,00:34:39.12:03,922.3904,1560.0976,-90.536
84,0.8645799999999999,00:34:39.13:00,922.2994,1560.0946,-90.4182
85,0.875,00:34:39.13:01,922.2302,1560.0888,-90.3054
86,0.8854200000000001,00:34:39.13:02,922.1552,1560.09,-90.199
87,0.8958299999999999,00:34:39.13:03,922.0676,1560.0848,-90.0864
88,0.90625,00:34:39.14:00,921.9934,1560.0888,-89.9716
89,0.9166700000000001,00:34:39.14:01,921.9098,1560.0948,-89.8314
90,0.9270799999999999,00:34:39.14:02,921.8204,1560.0822,-89.7012
91,0.9375,00:34:39.14:03,921.7384,1560.0802,-89.5598
92,0.9479200000000001,00:34:39.15:00,921.6546,1560.0686,-89.4174
93,0.9583299999999999,00:34:39.15:01,921.4652,1560.1129999999996,-89.2948
94,0.96875,00:34:39.15:02,921.3512,1560.0904,-89.1626
95,0.9791700000000001,00:34:39.15:03,921.2476,1560.072,-89.0378
96,0.9895799999999999,00:34:39.16:00,921.145,1560.0556,-88.9304
97,1.0,00:34:39.16:01,921.034,1560.0479999999998,-88.7952
98,1.01042,00:34:39.16:02,920.9218,1560.0408,-88.6846
99,1.02083,00:34:39.16:03,920.8048,1560.039,-88.587
100,1.03125,00:34:39.17:00,920.6824,1560.0510000000004,-88.5052
101,1.04167,00:34:39.17:01,920.5566,1560.0504,-88.4408
102,1.05208,00:34:39.17:02,920.4254,1560.0462,-88.3968
103,1.0625,00:34:39.17:03,920.2894,1560.033,-88.3538
104,1.07292,00:34:39.18:00,920.1674,1560.0218,-88.3124
105,1.08333,00:34:39.18:01,920.0686,1560.0864,-88.2948
106,1.09375,00:34:39.18:02,919.9512,1560.085,-88.2442
107,1.10417,00:34:39.18:03,919.844,1560.1024,-88.2174
108,1.11458,00:34:39.19:00,919.7374,1560.0996,-88.169
109,1.125,00:34:39.19:01,919.6438,1560.0956,-88.1348
110,1.13542,00:34:39.19:02,919.543,1560.0836,-88.0858
111,1.14583,00:34:39.19:03,919.4508,1560.0796,-88.0412
112,1.15625,00:34:39.20:00,919.3654,1560.0654,-87.9976
113,1.16667,00:34:39.20:01,919.291,1560.0422,-87.9408
114,1.17708,00:34:39.20:02,919.2322,1560.0174,-87.8996
115,1.1875,00:34:39.20:03,919.1648,1560.0028,-87.8518
116,1.19792,00:34:39.21:00,919.113,1559.967,-87.8288
117,1.20833,00:34:39.21:01,919.0684,1559.9492,-87.8204
118,1.21875,00:34:39.21:02,919.0436,1559.9408,-87.8228
119,1.22917,00:34:39.21:03,919.0012,1559.9176,-87.8188
120,1.23958,00:34:39.22:00,918.9618,1559.9038,-87.8262
121,1.25,00:34:39.22:01,918.962,1559.8914,-87.8276
122,1.26042,00:34:39.22:02,918.95,1559.8764,-87.839
123,1.27083,00:34:39.22:03,918.945,1559.8528,-87.8408
124,1.28125,00:34:39.23:00,918.9488,1559.8218,-87.8642
125,1.29167,00:34:39.23:01,918.9538,1559.7768,-87.8828
126,1.30208,00:34:39.23:02,918.855,1559.6962,-87.9578
127,1.3125,00:34:39.23:03,918.95,1559.6494,-87.9382
128,1.32292,00:34:39.24:00,918.9562,1559.5694,-87.9694
129,1.33333,00:34:39.24:01,918.8436,1559.474,-88.0658
130,1.34375,00:34:39.24:02,918.958,1559.4218,-88.0418
131,1.35417,00:34:39.24:03,918.932,1559.3636,-88.0896
132,1.36458,00:34:40.00:00,918.9292,1559.3228,-88.1238
133,1.375,00:34:40.00:01,918.897,1559.2844,-88.1812
134,1.38542,00:34:40.00:02,918.763,1559.2264,-88.2732
135,1.39583,00:34:40.00:03,918.7292,1559.182,-88.3262
136,1.40625,00:34:40.01:00,918.6836,1559.1532,-88.38
137,1.41667,00:34:40.01:01,918.6256,1559.1216,-88.4182
138,1.42708,00:34:40.01:02,918.564,1559.082,-88.4456
139,1.4375,00:34:40.01:03,918.4922,1559.0508,-88.4756
140,1.44792,00:34:40.02:00,918.5426,1559.0564,-88.462
141,1.45833,00:34:40.02:01,918.4626,1559.0428,-88.5002
142,1.46875,00:34:40.02:02,918.2764,1559.0148,-88.6014
143,1.47917,00:34:40.02:03,918.3014,1559.0078,-88.6132
144,1.48958,00:34:40.03:00,918.2292,1558.9908,-88.6804
145,1.5,00:34:40.03:01,918.138,1558.9712,-88.762
146,1.51042,00:34:40.03:02,918.0502,1558.935,-88.8544
147,1.52083,00:34:40.03:03,917.955,1558.8886,-88.9424
148,1.53125,00:34:40.04:00,917.8648,1558.8368,-89.0402
149,1.54167,00:34:40.04:01,917.7726,1558.7934,-89.1202
150,1.55208,00:34:40.04:02,917.6888,1558.731,-89.2034
151,1.5625,00:34:40.04:03,917.6096,1558.6812,-89.28
152,1.57292,00:34:40.05:00,917.5262,1558.6274,-89.3522
153,1.58333,00:34:40.05:01,917.4604,1558.5958,-89.4186
154,1.59375,00:34:40.05:02,917.2694,1558.5254,-89.5318
155,1.60417,00:34:40.05:03,917.1854,1558.4978,-89.5778
156,1.61458,00:34:40.06:00,917.1064,1558.4808,-89.6208
157,1.625,00:34:40.06:01,917.0302,1558.4654,-89.6648
158,1.63542,00:34:40.06:02,916.9608,1558.4526,-89.7156
159,1.64583,00:34:40.06:03,916.8856,1558.4342,-89.7574
160,1.65625,00:34:40.07:00,916.7948,1558.3982,-89.7896
161,1.66667,00:34:40.07:01,916.71,1558.3656,-89.8346
162,1.67708,00:34:40.07:02,916.6332,1558.3239999999996,-89.8752
163,1.6875,00:34:40.07:03,916.5372,1558.2936,-89.8994
164,1.69792,00:34:40.08:00,916.4616,1558.269,-89.94200000000002
165,1.70833,00:34:40.08:01,916.373,1558.2488,-89.9582
166,1.71875,00:34:40.08:02,916.2788,1558.2274,-89.9716
167,1.72917,00:34:40.08:03,916.2008,1558.2008,-89.9876
168,1.73958,00:34:40.09:00,916.1018,1558.1814,-89.9828
169,1.75,00:34:40.09:01,916.027,1558.1526,-89.9674
170,1.76042,00:34:40.09:02,915.9404,1558.114,-89.935
171,1.77083,00:34:40.09:03,915.8664,1558.0768,-89.9034
172,1.78125,00:34:40.10:00,915.7866,1558.027,-89.8786
173,1.79167,00:34:40.10:01,915.6988,1557.9820000000002,-89.8326
174,1.80208,00:34:40.10:02,915.6202,1557.9298,-89.8034
175,1.8125,00:34:40.10:03,915.553,1557.8838,-89.7574
176,1.82292,00:34:40.11:00,915.466,1557.8372,-89.7302
177,1.83333,00:34:40.11:01,915.3984,1557.795,-89.7022
178,1.84375,00:34:40.11:02,915.332,1557.7612,-89.684
179,1.85417,00:34:40.11:03,915.2656,1557.727,-89.6746
180,1.86458,00:34:40.12:00,915.2098,1557.696,-89.675
181,1.875,00:34:40.12:01,915.1554,1557.6562,-89.6758
182,1.88542,00:34:40.12:02,915.103,1557.6294,-89.6882
183,1.89583,00:34:40.12:03,915.0522,1557.5952,-89.708
184,1.90625,00:34:40.13:00,915.0468,1557.5522,-89.7286
185,1.91667,00:34:40.13:01,915.008,1557.5046,-89.7476
186,1.92708,00:34:40.13:02,914.9918,1557.453,-89.7738
187,1.9375,00:34:40.13:03,914.9786,1557.3936,-89.7974
188,1.94792,00:34:40.14:00,914.9776,1557.332,-89.8184
189,1.95833,00:34:40.14:01,914.977,1557.2652,-89.8554
190,1.96875,00:34:40.14:02,915.0022,1557.1998,-89.8842
191,1.97917,00:34:40.14:03,915.0104,1557.1198,-89.9118
192,1.98958,00:34:40.15:00,915.0414,1557.0312,-89.9572
193,2.0,00:34:40.15:01,915.0808,1556.9436,-89.9904
194,2.01042,00:34:40.15:02,915.0936,1556.84,-90.0194
195,2.02083,00:34:40.15:03,915.1216,1556.7446,-90.072
196,2.03125,00:34:40.16:00,915.1268,1556.626,-90.0964
197,2.04167,00:34:40.16:01,915.1592,1556.516,-90.1186
198,2.05208,00:34:40.16:02,915.181,1556.4152,-90.1426
199,2.0625,00:34:40.16:03,915.176,1556.3076,-90.1574
200,2.07292,00:34:40.17:00,915.1814,1556.1918,-90.174
201,2.08333,00:34:40.17:01,915.1848,1556.0836,-90.1846
202,2.09375,00:34:40.17:02,915.168,1555.9448,-90.1786
203,2.10417,00:34:40.17:03,915.1488,1555.8312,-90.1618
204,2.11458,00:34:40.18:00,915.132,1555.6936,-90.1478
205,2.125,00:34:40.18:01,915.0996,1555.563,-90.1182
206,2.13542,00:34:40.18:02,915.068,1555.424,-90.0766
207,2.14583,00:34:40.18:03,915.035,1555.2886,-90.0324
208,2.15625,00:34:40.19:00,915.0874,1555.1716,-89.9268
209,2.16667,00:34:40.19:01,915.0438,1555.0482,-89.8764
210,2.17708,00:34:40.19:02,915.0026,1554.9258,-89.8242
211,2.1875,00:34:40.19:03,914.9356,1554.7928,-89.7742
212,2.19792,00:34:40.20:00,914.8776,1554.6562,-89.72
213,2.20833,00:34:40.20:01,914.7244,1554.4974,-89.71799999999998
214,2.21875,00:34:40.20:02,914.7448,1554.3516,-89.6234
215,2.22917,00:34:40.20:03,914.6046,1554.1702,-89.6198
216,2.23958,00:34:40.21:00,914.6574,1554.0012,-89.5214
217,2.25,00:34:40.21:01,914.5806,1553.8342,-89.4582
218,2.26042,00:34:40.21:02,914.5016,1553.6694,-89.416
219,2.27083,00:34:40.21:03,914.4118,1553.4884,-89.3786
220,2.28125,00:34:40.22:00,914.3316,1553.3302,-89.3328
221,2.29167,00:34:40.22:01,914.2424,1553.1566,-89.31200000000003
222,2.30208,00:34:40.22:02,914.1494,1553.0048,-89.2848
223,2.3125,00:34:40.22:03,914.0564,1552.8862,-89.2426
224,2.32292,00:34:40.23:00,913.9558,1552.7788,-89.2102
225,2.33333,00:34:40.23:01,913.8572,1552.6914,-89.161
226,2.34375,00:34:40.23:02,913.761,1552.6212,-89.1096
227,2.35417,00:34:40.23:03,913.6306,1552.5538,-89.0436
228,2.36458,00:34:40.24:00,913.549,1552.4844,-88.95700000000002
229,2.375,00:34:40.24:01,913.45,1552.4324,-88.8608
230,2.38542,00:34:40.24:02,913.3984,1552.3906,-88.7428
231,2.39583,00:34:40.24:03,913.3238,1552.3358,-88.6492
232,2.40625,00:34:41.00:00,913.2622,1552.2856,-88.5432
233,2.41667,00:34:41.00:01,913.2138,1552.234,-88.45
234,2.42708,00:34:41.00:02,913.1732,1552.1874,-88.351
235,2.4375,00:34:41.00:03,913.1468,1552.1386,-88.2686
236,2.44792,00:34:41.01:00,913.1218,1552.0952,-88.185
237,2.45833,00:34:41.01:01,913.0824,1552.0416,-88.1248
238,2.46875,00:34:41.01:02,913.0756,1552.004,-88.0702
239,2.47917,00:34:41.01:03,913.0728,1551.9604,-88.0114
240,2.48958,00:34:41.02:00,913.1026,1551.91,-87.9424
