Frame,Time,SMPTE,bar_left_hip_x,bar_left_hip_y,bar_left_hip_z
1,0.0,00:34:38.17:01,908.7719999999999,944.666,36.989000000000004
2,0.01042,00:34:38.17:02,908.834,944.6815,36.938
3,0.02083,00:34:38.17:03,908.8969999999999,944.6955,36.889
4,0.03125,00:34:38.18:00,908.7045,944.8795,37.195
5,0.04167,00:34:38.18:01,908.5360000000001,944.9545,37.361999999999995
6,0.052079999999999994,00:34:38.18:02,908.773,944.8855,36.994
7,0.0625,00:34:38.18:03,909.263,944.9585,37.436
8,0.07292,00:34:38.19:00,909.325,944.9805,37.3825
9,0.08333,00:34:38.19:01,909.408,944.965,37.2785
10,0.09375,00:34:38.19:02,909.462,944.975,37.211
11,0.10417,00:34:38.19:03,909.4975,944.9855,37.1705
12,0.11458,00:34:38.20:00,909.5485,944.998,37.1235
13,0.125,00:34:38.20:01,909.0285,944.9455,36.6645
14,0.13542,00:34:38.20:02,909.045,944.9545,36.6075
15,0.14583,00:34:38.20:03,909.061,944.951,36.562
16,0.15625,00:34:38.21:00,909.212,944.9215,36.705999999999996
17,0.16667,00:34:38.21:01,909.2235,944.9285,36.6485
18,0.17708,00:34:38.21:02,909.2265,944.9265,36.597
19,0.1875,00:34:38.21:03,909.217,944.9405,36.5615
20,0.19792,00:34:38.22:00,909.2230000000001,944.9625,36.510999999999996
21,0.20833000000000002,00:34:38.22:01,909.2225,944.9775,36.484
22,0.21875,00:34:38.22:02,909.2605,944.9860000000001,36.425
23,0.22916999999999998,00:34:38.22:03,909.2685,945.0265,36.398
24,0.23958000000000002,00:34:38.23:00,909.2615,945.071,36.397
25,0.25,00:34:38.23:01,909.314,945.0905,36.33
26,0.26042,00:34:38.23:02,909.33,945.1039999999999,36.3095
27,0.27083,00:34:38.23:03,909.3915,945.1335,36.2575
28,0.28125,00:34:38.24:00,909.4115,945.159,36.235
29,0.29167,00:34:38.24:01,909.4545,945.1715,36.203
30,0.30208,00:34:38.24:02,909.513,945.1815,36.159
31,0.3125,00:34:38.24:03,909.5415,945.203,36.1375
32,0.32292,00:34:39.00:00,909.5935,945.215,36.086
33,0.33333,00:34:39.00:01,909.6435,945.2325,36.054
34,0.34375,00:34:39.00:02,909.6895,945.2439999999999,36.012
35,0.35417,00:34:39.00:03,909.7139999999999,945.263,35.9945
