Frame,Time,SMPTE,bar_right_hip_x,bar_right_hip_y,bar_right_hip_z
1,0.0,00:34:38.17:01,938.9225,950.1085,-225.1235
2,0.01042,00:34:38.17:02,938.9780000000001,950.0875,-225.1185
3,0.02083,00:34:38.17:03,939.06,950.0915,-225.1185
4,0.03125,00:34:38.18:00,939.1765,950.2035,-225.165
5,0.04167,00:34:38.18:01,939.7505,950.2355,-225.14
6,0.052079999999999994,00:34:38.18:02,939.393,950.4935,-225.407
7,0.0625,00:34:38.18:03,939.405,950.518,-225.4535
8,0.07292,00:34:38.19:00,939.443,950.535,-225.5105
9,0.08333,00:34:38.19:01,939.5075,950.5675,-225.5475
10,0.09375,00:34:38.19:02,939.5965,950.6615,-225.6355
11,0.10417,00:34:38.19:03,939.6525,950.689,-225.6475
12,0.11458,00:34:38.20:00,939.7135,950.7165,-225.669
13,0.125,00:34:38.20:01,939.8045,950.6285,-225.701
14,0.13542,00:34:38.20:02,939.8565,950.664,-225.7115
15,0.14583,00:34:38.20:03,939.905,950.687,-225.7215
16,0.15625,00:34:38.21:00,939.8655,950.765,-225.65900000000002
17,0.16667,00:34:38.21:01,939.9060000000001,950.804,-225.66400000000002
18,0.17708,00:34:38.21:02,939.942,950.837,-225.6795
19,0.1875,00:34:38.21:03,939.9939999999999,950.8589999999999,-225.673
20,0.19792,00:34:38.22:00,940.0205,950.905,-225.67
21,0.20833000000000002,00:34:38.22:01,940.07,950.938,-225.68200000000002
22,0.21875,00:34:38.22:02,940.1139999999999,950.9605,-225.657
23,0.22916999999999998,00:34:38.22:03,940.137,950.9935,-225.655
24,0.23958000000000002,00:34:38.23:00,940.1535,951.0265,-225.66400000000002
25,0.25,00:34:38.23:01,940.1439999999999,951.0419999999999,-225.6605
26,0.26042,00:34:38.23:02,940.143,951.045,-225.667
27,0.27083,00:34:38.23:03,940.125,951.0535,-225.6635
28,0.28125,00:34:38.24:00,940.1210000000001,951.0745,-225.66099999999997
29,0.29167,00:34:38.24:01,940.0995,951.0895,-225.64700000000002
30,0.30208,00:34:38.24:02,940.066,951.1055,-225.6665
31,0.3125,00:34:38.24:03,940.0495,951.1245,-225.649
32,0.32292,00:34:39.00:00,940.0145,951.1355,-225.644
33,0.33333,00:34:39.00:01,939.9830000000001,951.145,-225.628
34,0.34375,00:34:39.00:02,939.946,951.1525,-225.628
35,0.35417,00:34:39.00:03,939.921,951.1545,-225.6255
36,0.36458,00:34:39.01:00,939.868,951.17,-225.62099999999998
37,0.375,00:34:39.01:01,939.8295,951.1835,-225.6215
38,0.38542,00:34:39.01:02,939.814,951.2080000000001,-225.606
39,0.39583,00:34:39.01:03,939.7769999999999,951.2189999999999,-225.6155
40,0.40625,00:34:39.02:00,939.7539999999999,951.247,-225.5935
41,0.41667,00:34:39.02:01,939.7515,951.2685,-225.575
42,0.42708,00:34:39.02:02,939.755,951.294,-225.582
43,0.4375,00:34:39.02:03,939.765,951.323,-225.558
44,0.44792,00:34:39.03:00,939.778,951.3480000000001,-225.5485
45,0.45833,00:34:39.03:01,939.821,951.36,-225.524
46,0.46875,00:34:39.03:02,939.824,951.403,-225.5325
47,0.47917,00:34:39.03:03,939.8665,951.4185,-225.5285
