Frame,Time,SMPTE,bar_right_foot_x,bar_right_foot_y,bar_right_foot_z
1,0.0,00:34:38.17:01,890.8738,3.1825,-219.2127
2,0.01042,00:34:38.17:02,890.3478,4.1205,-220.2725
3,0.02083,00:34:38.17:03,890.0412,4.7645,-220.9238
4,0.03125,00:34:38.18:00,890.3539999999999,4.1148,-220.2345
5,0.04167,00:34:38.18:01,890.2108,2.8792,-218.8248
6,0.052079999999999994,00:34:38.18:02,889.6528,3.0098,-218.7785
7,0.0625,00:34:38.18:03,889.597,3.0122,-218.769
8,0.07292,00:34:38.19:00,889.5645,3.0039999999999996,-218.7598
9,0.08333,00:34:38.19:01,889.562,3.003,-218.7545
10,0.09375,00:34:38.19:02,889.5475,3.002,-218.7372
11,0.10417,00:34:38.19:03,889.5485,3.0069999999999997,-218.7482
12,0.11458,00:34:38.20:00,889.548,3.0117,-218.7468
13,0.125,00:34:38.20:01,889.5468,3.0065,-218.7505
14,0.13542,00:34:38.20:02,889.5432,3.0075,-218.75
15,0.14583,00:34:38.20:03,889.5505,3.0003,-218.7595
16,0.15625,00:34:38.21:00,889.5562,3.0085,-218.7528
17,0.16667,00:34:38.21:01,889.5675,3.0088,-218.753
18,0.17708,00:34:38.21:02,889.5642,3.0093,-218.74900000000002
19,0.1875,00:34:38.21:03,889.564,3.0088,-218.761
20,0.19792,00:34:38.22:00,889.5502,3.0052,-218.7648
21,0.20833000000000002,00:34:38.22:01,889.546,3.0025,-218.7542
22,0.21875,00:34:38.22:02,889.551,3.009,-218.7573
23,0.22916999999999998,00:34:38.22:03,889.556,3.0189999999999997,-218.7662
24,0.23958000000000002,00:34:38.23:00,889.5485,3.016,-218.764
25,0.25,00:34:38.23:01,889.5518,3.0047,-218.7615
26,0.26042,00:34:38.23:02,889.5515,3.0145,-218.7645
27,0.27083,00:34:38.23:03,889.551,3.013,-218.7748
28,0.28125,00:34:38.24:00,889.554,3.0142,-218.7675
29,0.29167,00:34:38.24:01,889.562,3.0252,-218.7633
30,0.30208,00:34:38.24:02,889.554,3.0262,-218.7628
31,0.3125,00:34:38.24:03,889.547,3.0269999999999997,-218.7615
32,0.32292,00:34:39.00:00,889.551,3.0327,-218.7655
33,0.33333,00:34:39.00:01,889.5502,3.0288,-218.7602
34,0.34375,00:34:39.00:02,889.5562,3.0215,-218.7725
35,0.35417,00:34:39.00:03,889.5558,3.02,-218.7712
36,0.36458,00:34:39.01:00,889.55,3.0175,-218.7642
37,0.375,00:34:39.01:01,889.5595,3.0175,-218.7745
38,0.38542,00:34:39.01:02,889.5558,3.0177,-218.7658
39,0.39583,00:34:39.01:03,889.5585,3.0205,-218.765
40,0.40625,00:34:39.02:00,889.562,3.022,-218.7558
41,0.41667,00:34:39.02:01,889.5598,3.0218,-218.7688
42,0.42708,00:34:39.02:02,889.5622,3.0269999999999997,-218.7668
43,0.4375,00:34:39.02:03,889.5652,3.0262,-218.7762
44,0.44792,00:34:39.03:00,889.5735,3.0217,-218.7815
45,0.45833,00:34:39.03:01,889.558,3.025,-218.7718
46,0.46875,00:34:39.03:02,889.5592,3.0285,-218.7635
47,0.47917,00:34:39.03:03,889.5522,3.0365,-218.7695
48,0.48958,00:34:39.04:00,889.549,3.0389999999999997,-218.7622
49,0.5,00:34:39.04:01,889.5512,3.0358,-218.761
50,0.51042,00:34:39.04:02,889.5668,3.0357,-218.7667
51,0.52083,00:34:39.04:03,889.5785,3.0315,-218.769
52,0.53125,00:34:39.05:00,889.5875,3.0328,-218.7712
53,0.54167,00:34:39.05:01,889.5788,3.0313,-218.7725
54,0.55208,00:34:39.05:02,889.5905,3.0377,-218.7868
55,0.5625,00:34:39.05:03,889.584,3.0375,-218.7838
56,0.57292,00:34:39.06:00,889.5822,3.0433,-218.7888
57,0.58333,00:34:39.06:01,889.5792,3.0462,-218.7865
58,0.59375,00:34:39.06:02,889.5785,3.0445,-218.7805
59,0.60417,00:34:39.06:03,889.573,3.0460000000000003,-218.7738
60,0.61458,00:34:39.07:00,889.5635,3.0393,-218.7778
61,0.625,00:34:39.07:01,889.5688,3.0472,-218.7748
62,0.63542,00:34:39.07:02,889.5662,3.0428,-218.7722
63,0.64583,00:34:39.07:03,889.5625,3.0362,-218.7722
64,0.65625,00:34:39.08:00,889.5588,3.042,-218.7722
65,0.66667,00:34:39.08:01,889.5638,3.0475,-218.773
66,0.67708,00:34:39.08:02,889.569,3.0535,-218.77700000000002
67,0.6875,00:34:39.08:03,889.578,3.0588,-218.7835
68,0.69792,00:34:39.09:00,889.5745,3.0493,-218.7715
69,0.70833,00:34:39.09:01,889.5712,3.0407,-218.7718
70,0.71875,00:34:39.09:02,889.5692,3.0448,-218.7712
71,0.72917,00:34:39.09:03,889.574,3.0502,-218.7722
72,0.73958,00:34:39.10:00,889.5855,3.0565,-218.7845
73,0.75,00:34:39.10:01,889.5908,3.0668,-218.7852
74,0.76042,00:34:39.10:02,889.5989999999999,3.0685,-218.7832
75,0.77083,00:34:39.10:03,889.6012,3.0777,-218.78599999999997
76,0.78125,00:34:39.11:00,889.607,3.0755,-218.7892
77,0.79167,00:34:39.11:01,889.6027,3.0795,-218.7868
78,0.80208,00:34:39.11:02,889.6005,3.0635,-218.7772
79,0.8125,00:34:39.11:03,889.6110000000001,3.0562,-218.7822
80,0.8229200000000001,00:34:39.12:00,889.6132,3.0608,-218.79
81,0.8333299999999999,00:34:39.12:01,889.6188,3.0485,-218.7928
82,0.84375,00:34:39.12:02,889.6289999999999,3.0542,-218.8055
83,0.8541700000000001,00:34:39.12:03,889.6358,3.0555,-218.8062
84,0.8645799999999999,00:34:39.13:00,889.6339999999999,3.0563,-218.808
85,0.875,00:34:39.13:01,889.6489999999999,3.0567,-218.8032
86,0.8854200000000001,00:34:39.13:02,889.6588,3.0587,-218.8102
87,0.8958299999999999,00:34:39.13:03,889.6569999999999,3.0482,-218.8028
88,0.90625,00:34:39.14:00,889.6638,3.0538,-218.8058
89,0.9166700000000001,00:34:39.14:01,889.6718,3.0478,-218.8095
90,0.9270799999999999,00:34:39.14:02,889.6728,3.0538,-218.7975
91,0.9375,00:34:39.14:03,889.6758,3.0468,-218.8035
92,0.9479200000000001,00:34:39.15:00,889.6685,3.0513,-218.8048
93,0.9583299999999999,00:34:39.15:01,889.6625,3.0562,-218.8025
94,0.96875,00:34:39.15:02,889.6808,3.0623,-218.8125
95,0.9791700000000001,00:34:39.15:03,889.6798,3.0465,-218.80700000000002
96,0.9895799999999999,00:34:39.16:00,889.683,3.0415,-218.81
97,1.0,00:34:39.16:01,889.6792,3.0355,-218.8082
98,1.01042,00:34:39.16:02,889.6825,3.0252,-218.8015
99,1.02083,00:34:39.16:03,889.6825,3.0212,-218.80200000000002
100,1.03125,00:34:39.17:00,889.6775,3.0133,-218.8048
101,1.04167,00:34:39.17:01,889.671,3.0215,-218.7925
102,1.05208,00:34:39.17:02,889.6669999999999,3.0183,-218.792
103,1.0625,00:34:39.17:03,889.6608,3.02,-218.7832
104,1.07292,00:34:39.18:00,889.6692,3.0158,-218.7758
105,1.08333,00:34:39.18:01,889.6642,3.0228,-218.7672
106,1.09375,00:34:39.18:02,889.6722,3.0233,-218.7638
107,1.10417,00:34:39.18:03,889.6775,3.0372,-218.7635
108,1.11458,00:34:39.19:00,889.6802,3.0345,-218.757
109,1.125,00:34:39.19:01,889.683,3.0192,-218.7465
110,1.13542,00:34:39.19:02,889.6818,3.017,-218.7408
111,1.14583,00:34:39.19:03,889.6842,3.009,-218.7425
112,1.15625,00:34:39.20:00,889.6888,3.014,-218.7452
113,1.16667,00:34:39.20:01,889.6948,3.015,-218.7528
114,1.17708,00:34:39.20:02,889.698,3.0082,-218.7572
115,1.1875,00:34:39.20:03,889.6975,3.0112,-218.765
116,1.19792,00:34:39.21:00,889.7015,3.0123,-218.7708
117,1.20833,00:34:39.21:01,889.701,3.0115,-218.7755
118,1.21875,00:34:39.21:02,889.71,3.0097,-218.77599999999998
119,1.22917,00:34:39.21:03,889.7032,3.0069999999999997,-218.7768
120,1.23958,00:34:39.22:00,889.7105,3.0138,-218.7792
121,1.25,00:34:39.22:01,889.71,3.0103,-218.7758
122,1.26042,00:34:39.22:02,889.716,3.011,-218.7812
123,1.27083,00:34:39.22:03,889.7068,3.0165,-218.7838
124,1.28125,00:34:39.23:00,889.6982,3.0197,-218.7782
125,1.29167,00:34:39.23:01,889.6915,3.0215,-218.7835
126,1.30208,00:34:39.23:02,889.6928,3.0242,-218.7902
127,1.3125,00:34:39.23:03,889.671,3.0227,-218.7788
128,1.32292,00:34:39.24:00,889.6768,3.0202,-218.7912
129,1.33333,00:34:39.24:01,889.6708,3.0215,-218.7978
130,1.34375,00:34:39.24:02,889.679,3.0145,-218.8052
131,1.35417,00:34:39.24:03,889.6808,3.0178,-218.8105
132,1.36458,00:34:40.00:00,889.684,3.022,-218.8202
133,1.375,00:34:40.00:01,889.6848,3.0253,-218.8222
134,1.38542,00:34:40.00:02,889.683,3.0307,-218.8375
135,1.39583,00:34:40.00:03,889.6788,3.0332,-218.8472
136,1.40625,00:34:40.01:00,889.6825,3.0405,-218.8548
137,1.41667,00:34:40.01:01,889.684,3.0415,-218.8608
138,1.42708,00:34:40.01:02,889.6715,3.0410000000000004,-218.8528
139,1.4375,00:34:40.01:03,889.658,3.0412,-218.856
140,1.44792,00:34:40.02:00,889.6518,3.0395,-218.856
141,1.45833,00:34:40.02:01,889.6485,3.0478,-218.8545
142,1.46875,00:34:40.02:02,889.6478,3.0535,-218.8612
143,1.47917,00:34:40.02:03,889.6452,3.0568,-218.86599999999999
144,1.48958,00:34:40.03:00,889.6439999999999,3.06,-218.8735
145,1.5,00:34:40.03:01,889.6405,3.06,-218.8718
146,1.51042,00:34:40.03:02,889.6392,3.0605,-218.87099999999998
147,1.52083,00:34:40.03:03,889.6405,3.0582,-218.8662
