Frame,Time,SMPTE,bar_left_shoulder_x,bar_left_shoulder_y,bar_left_shoulder_z
1,0.0,00:34:38.17:01,930.253,1357.879,51.806000000000004
2,0.01042,00:34:38.17:02,930.2860000000001,1357.889,51.808
3,0.02083,00:34:38.17:03,930.3489999999999,1357.8929999999998,51.773999999999994
4,0.03125,00:34:38.18:00,930.455,1358.263,51.663999999999994
5,0.04167,00:34:38.18:01,930.424,1358.102,51.647
6,0.052079999999999994,00:34:38.18:02,930.4110000000001,1358.09,51.648999999999994
7,0.0625,00:34:38.18:03,930.433,1358.079,51.626999999999995
8,0.07292,00:34:38.19:00,930.432,1358.082,51.586000000000006
9,0.08333,00:34:38.19:01,930.455,1358.085,51.56399999999999
10,0.09375,00:34:38.19:02,930.438,1358.094,51.532
11,0.10417,00:34:38.19:03,930.5,1358.094,51.526
12,0.11458,00:34:38.20:00,930.4830000000001,1358.0929999999998,51.496
13,0.125,00:34:38.20:01,930.4910000000001,1358.094,51.457
14,0.13542,00:34:38.20:02,930.485,1358.0829999999999,51.448
15,0.14583,00:34:38.20:03,930.547,1358.11,51.42
16,0.15625,00:34:38.21:00,930.539,1358.111,51.411
17,0.16667,00:34:38.21:01,930.576,1358.146,51.385
18,0.17708,00:34:38.21:02,930.5889999999999,1358.15,51.349
19,0.1875,00:34:38.21:03,930.605,1358.154,51.332
20,0.19792,00:34:38.22:00,930.6439999999999,1358.1689999999999,51.312
21,0.20833000000000002,00:34:38.22:01,930.6619999999999,1358.16,51.297
22,0.21875,00:34:38.22:02,930.725,1358.2,51.271
23,0.22916999999999998,00:34:38.22:03,930.735,1358.217,51.227
24,0.23958000000000002,00:34:38.23:00,930.755,1358.231,51.208
25,0.25,00:34:38.23:01,930.735,1358.2479999999998,51.172
26,0.26042,00:34:38.23:02,930.7360000000001,1358.2679999999998,51.141999999999996
27,0.27083,00:34:38.23:03,930.747,1358.2420000000002,51.121
28,0.28125,00:34:38.24:00,930.7360000000001,1358.241,51.088
29,0.29167,00:34:38.24:01,930.7,1358.2420000000002,51.063
30,0.30208,00:34:38.24:02,930.693,1358.264,51.027
31,0.3125,00:34:38.24:03,930.672,1358.2920000000001,50.97
32,0.32292,00:34:39.00:00,930.643,1358.3210000000001,50.964
33,0.33333,00:34:39.00:01,930.5989999999999,1358.364,50.917
34,0.34375,00:34:39.00:02,930.569,1358.38,50.891000000000005
35,0.35417,00:34:39.00:03,930.539,1358.418,50.867
36,0.36458,00:34:39.01:00,930.523,1358.464,50.835
37,0.375,00:34:39.01:01,930.436,1358.489,50.794
38,0.38542,00:34:39.01:02,930.431,1358.514,50.785
39,0.39583,00:34:39.01:03,930.3789999999999,1358.5339999999999,50.766000000000005
40,0.40625,00:34:39.02:00,930.317,1358.559,50.726000000000006
41,0.41667,00:34:39.02:01,930.2289999999999,1358.566,50.68600000000001
42,0.42708,00:34:39.02:02,930.1560000000001,1358.589,50.674
43,0.4375,00:34:39.02:03,930.034,1358.6029999999998,50.655
44,0.44792,00:34:39.03:00,929.943,1358.6229999999998,50.663999999999994
45,0.45833,00:34:39.03:01,929.801,1358.639,50.662
46,0.46875,00:34:39.03:02,929.717,1358.631,50.691
47,0.47917,00:34:39.03:03,929.622,1358.6070000000002,50.696999999999996
48,0.48958,00:34:39.04:00,929.564,1358.585,50.721000000000004
49,0.5,00:34:39.04:01,929.465,1358.546,50.705
50,0.51042,00:34:39.04:02,929.424,1358.509,50.716
51,0.52083,00:34:39.04:03,929.3330000000001,1358.4520000000002,50.731
52,0.53125,00:34:39.05:00,929.2389999999999,1358.382,50.773999999999994
53,0.54167,00:34:39.05:01,929.173,1358.3129999999999,50.843
54,0.55208,00:34:39.05:02,929.081,1358.205,50.895
55,0.5625,00:34:39.05:03,929.0210000000001,1358.116,50.992
56,0.57292,00:34:39.06:00,928.934,1358.007,51.07899999999999
57,0.58333,00:34:39.06:01,928.8560000000001,1357.89,51.199
58,0.59375,00:34:39.06:02,928.737,1357.7579999999998,51.333999999999996
59,0.60417,00:34:39.06:03,928.6389999999999,1357.602,51.534
