Frame,Time,SMPTE,bar_hip_centre_x,bar_hip_centre_y,bar_hip_centre_z
1,0.0,00:34:38.17:01,923.8472,947.3872,-94.0672
2,0.01042,00:34:38.17:02,923.9060000000001,947.3845,-94.0902
3,0.02083,00:34:38.17:03,923.9785,947.3935,-94.1148
4,0.03125,00:34:38.18:00,923.9405,947.5415,-93.985
5,0.04167,00:34:38.18:01,924.1432,947.595,-93.889
6,0.052079999999999994,00:34:38.18:02,924.0830000000001,947.6895,-94.2065
7,0.0625,00:34:38.18:03,924.334,947.7383,-94.0087
8,0.07292,00:34:38.19:00,924.3839999999999,947.7578,-94.064
9,0.08333,00:34:38.19:01,924.4578,947.7662,-94.1345
10,0.09375,00:34:38.19:02,924.5292,947.8182,-94.2122
11,0.10417,00:34:38.19:03,924.575,947.8372,-94.2385
12,0.11458,00:34:38.20:00,924.6310000000001,947.8572,-94.2728
13,0.125,00:34:38.20:01,924.4165,947.7869999999999,-94.5183
14,0.13542,00:34:38.20:02,924.4508,947.8092,-94.552
15,0.14583,00:34:38.20:03,924.4830000000001,947.819,-94.5798
16,0.15625,00:34:38.21:00,924.5388,947.8432,-94.4765
17,0.16667,00:34:38.21:01,924.5648,947.8662,-94.5078
18,0.17708,00:34:38.21:02,924.5842,947.8818,-94.5412
19,0.1875,00:34:38.21:03,924.6055,947.8998,-94.5558
20,0.19792,00:34:38.22:00,924.6218,947.9338,-94.5795
21,0.20833000000000002,00:34:38.22:01,924.6462,947.9578,-94.59899999999999
22,0.21875,00:34:38.22:02,924.6872,947.9732,-94.616
23,0.22916999999999998,00:34:38.22:03,924.7028,948.01,-94.6285
24,0.23958000000000002,00:34:38.23:00,924.7075,948.0488,-94.6335
25,0.25,00:34:38.23:01,924.7289999999999,948.0662,-94.6653
26,0.26042,00:34:38.23:02,924.7365,948.0745,-94.6787
27,0.27083,00:34:38.23:03,924.7582,948.0935,-94.70299999999999
28,0.28125,00:34:38.24:00,924.7662,948.1168,-94.713
29,0.29167,00:34:38.24:01,924.7769999999999,948.1305,-94.72200000000001
30,0.30208,00:34:38.24:02,924.7895,948.1435,-94.7538
31,0.3125,00:34:38.24:03,924.7955,948.1638,-94.7558
32,0.32292,00:34:39.00:00,924.804,948.1752,-94.779
33,0.33333,00:34:39.00:01,924.8132,948.1888,-94.787
34,0.34375,00:34:39.00:02,924.8178,948.1982,-94.80799999999999
35,0.35417,00:34:39.00:03,924.8175,948.2088,-94.8155
36,0.36458,00:34:39.01:00,924.8038,948.2188,-94.82
37,0.375,00:34:39.01:01,924.8105,948.2298,-94.8438
38,0.38542,00:34:39.01:02,924.824,948.2488,-94.8548
39,0.39583,00:34:39.01:03,924.8118,948.2588,-94.85799999999999
40,0.40625,00:34:39.02:00,924.8115,948.2835,-94.8595
41,0.41667,00:34:39.02:01,924.8443,948.293,-94.8715
42,0.42708,00:34:39.02:02,924.8628,948.3145,-94.8875
43,0.4375,00:34:39.02:03,924.8777,948.3422,-94.8815
44,0.44792,00:34:39.03:00,924.9005,948.3555,-94.8925
45,0.45833,00:34:39.03:01,924.9322,948.3765,-94.8932
