Frame,Time,SMPTE,bar_left_knee_x,bar_left_knee_y,bar_left_knee_z
1,0.0,00:34:38.17:01,942.559,411.7975,5.683
2,0.01042,00:34:38.17:02,942.5665,411.8125,5.6615
3,0.02083,00:34:38.17:03,942.584,411.8175,5.649
4,0.03125,00:34:38.18:00,942.4825,411.789,5.6579999999999995
5,0.04167,00:34:38.18:01,942.495,411.7905,5.837999999999999
6,0.052079999999999994,00:34:38.18:02,942.5065,411.796,5.8515
7,0.0625,00:34:38.18:03,942.5545,411.7885,5.8305
8,0.07292,00:34:38.19:00,942.6055,411.7795,5.7955
9,0.08333,00:34:38.19:01,942.6575,411.7815,5.7655
10,0.09375,00:34:38.19:02,942.6995,411.7725,5.75
11,0.10417,00:34:38.19:03,942.737,411.755,5.732
12,0.11458,00:34:38.20:00,942.7915,411.7445,5.71
13,0.125,00:34:38.20:01,942.827,411.7305,5.689
14,0.13542,00:34:38.20:02,942.8539999999999,411.724,5.6765
15,0.14583,00:34:38.20:03,942.8689999999999,411.717,5.651
16,0.15625,00:34:38.21:00,942.893,411.70599999999996,5.6335
17,0.16667,00:34:38.21:01,942.928,411.7115,5.615
18,0.17708,00:34:38.21:02,942.9345,411.711,5.5775
19,0.1875,00:34:38.21:03,942.948,411.705,5.5605
20,0.19792,00:34:38.22:00,942.9765,411.7005,5.535
21,0.20833000000000002,00:34:38.22:01,942.982,411.707,5.4995
22,0.21875,00:34:38.22:02,942.982,411.7075,5.477
23,0.22916999999999998,00:34:38.22:03,943.0165,411.704,5.4735
24,0.23958000000000002,00:34:38.23:00,943.0015,411.7095,5.4535
25,0.25,00:34:38.23:01,943.0285,411.7135,5.4345
26,0.26042,00:34:38.23:02,943.0455,411.7145,5.4255
27,0.27083,00:34:38.23:03,943.0745,411.709,5.419
28,0.28125,00:34:38.24:00,943.1165,411.709,5.4145
29,0.29167,00:34:38.24:01,943.1495,411.7135,5.406000000000001
30,0.30208,00:34:38.24:02,943.1865,411.715,5.406000000000001
31,0.3125,00:34:38.24:03,943.227,411.7165,5.3905
