Frame,Time,SMPTE,bar_right_shoulder_x,bar_right_shoulder_y,bar_right_shoulder_z
1,0.0,00:34:38.17:01,971.933,1351.4270000000001,-230.418
2,0.01042,00:34:38.17:02,971.952,1351.4389999999999,-230.428
3,0.02083,00:34:38.17:03,971.972,1351.474,-230.458
4,0.03125,00:34:38.18:00,972.018,1351.499,-230.47
5,0.04167,00:34:38.18:01,971.8939999999999,1351.148,-230.451
6,0.052079999999999994,00:34:38.18:02,972.0139999999999,1351.8329999999999,-230.47
7,0.0625,00:34:38.18:03,972.066,1351.942,-230.488
8,0.07292,00:34:38.19:00,972.079,1352.02,-230.498
9,0.08333,00:34:38.19:01,972.0889999999999,1352.101,-230.515
10,0.09375,00:34:38.19:02,972.122,1352.155,-230.53099999999998
11,0.10417,00:34:38.19:03,972.1469999999999,1352.1989999999998,-230.53900000000002
12,0.11458,00:34:38.20:00,972.1519999999999,1352.2479999999998,-230.583
13,0.125,00:34:38.20:01,972.164,1352.3,-230.588
14,0.13542,00:34:38.20:02,972.1610000000001,1352.362,-230.60299999999998
15,0.14583,00:34:38.20:03,972.164,1352.405,-230.636
16,0.15625,00:34:38.21:00,972.178,1352.463,-230.63299999999998
17,0.16667,00:34:38.21:01,972.169,1352.513,-230.65200000000002
18,0.17708,00:34:38.21:02,972.173,1352.5710000000001,-230.65900000000002
19,0.1875,00:34:38.21:03,972.182,1352.632,-230.667
20,0.19792,00:34:38.22:00,972.197,1352.683,-230.695
21,0.20833000000000002,00:34:38.22:01,972.191,1352.7420000000002,-230.715
22,0.21875,00:34:38.22:02,972.211,1352.789,-230.709
23,0.22916999999999998,00:34:38.22:03,972.2180000000001,1352.85,-230.747
24,0.23958000000000002,00:34:38.23:00,972.216,1352.89,-230.755
25,0.25,00:34:38.23:01,972.2230000000001,1352.934,-230.782
26,0.26042,00:34:38.23:02,972.2560000000001,1352.9979999999998,-230.785
27,0.27083,00:34:38.23:03,971.832,1352.889,-231.02200000000002
28,0.28125,00:34:38.24:00,971.795,1352.98,-231.075
29,0.29167,00:34:38.24:01,971.783,1353.024,-231.084
30,0.30208,00:34:38.24:02,971.755,1353.0839999999998,-231.097
31,0.3125,00:34:38.24:03,971.7289999999999,1353.1070000000002,-231.13099999999997
32,0.32292,00:34:39.00:00,971.684,1353.1979999999999,-231.15599999999998
33,0.33333,00:34:39.00:01,971.6410000000001,1353.234,-231.141
34,0.34375,00:34:39.00:02,971.575,1353.3,-231.175
35,0.35417,00:34:39.00:03,971.513,1353.3570000000002,-231.21400000000003
36,0.36458,00:34:39.01:00,971.449,1353.4389999999999,-231.227
37,0.375,00:34:39.01:01,971.367,1353.491,-231.237
38,0.38542,00:34:39.01:02,971.293,1353.5439999999999,-231.21599999999998
39,0.39583,00:34:39.01:03,971.2180000000001,1353.595,-231.231
40,0.40625,00:34:39.02:00,971.15,1353.658,-231.24900000000002
41,0.41667,00:34:39.02:01,971.0930000000001,1353.68,-231.25099999999998
42,0.42708,00:34:39.02:02,971.03,1353.7520000000002,-231.268
43,0.4375,00:34:39.02:03,970.944,1353.8370000000002,-231.296
44,0.44792,00:34:39.03:00,970.783,1353.906,-231.356
45,0.45833,00:34:39.03:01,970.6239999999999,1353.98,-231.426
46,0.46875,00:34:39.03:02,970.4680000000001,1354.0279999999998,-231.495
47,0.47917,00:34:39.03:03,970.3439999999999,1354.079,-231.56799999999998
48,0.48958,00:34:39.04:00,970.19,1354.101,-231.67
49,0.5,00:34:39.04:01,970.048,1354.089,-231.766
50,0.51042,00:34:39.04:02,969.924,1354.057,-231.88400000000001
51,0.52083,00:34:39.04:03,969.758,1354.0179999999998,-232.012
52,0.53125,00:34:39.05:00,969.6160000000001,1353.9779999999998,-232.171
53,0.54167,00:34:39.05:01,969.435,1353.9129999999998,-232.34400000000002
54,0.55208,00:34:39.05:02,969.25,1353.866,-232.549
55,0.5625,00:34:39.05:03,969.085,1353.787,-232.75400000000002
56,0.57292,00:34:39.06:00,968.919,1353.707,-232.96400000000003
57,0.58333,00:34:39.06:01,968.755,1353.6170000000002,-233.178
58,0.59375,00:34:39.06:02,968.5360000000001,1353.511,-233.408
59,0.60417,00:34:39.06:03,968.304,1353.346,-233.705
60,0.61458,00:34:39.07:00,968.074,1353.19,-234.00900000000001
61,0.625,00:34:39.07:01,967.817,1353.033,-234.357
62,0.63542,00:34:39.07:02,967.2669999999999,1353.01,-234.845
63,0.64583,00:34:39.07:03,967.0219999999999,1352.8210000000001,-235.25099999999998
64,0.65625,00:34:39.08:00,966.784,1352.72,-235.69400000000002
65,0.66667,00:34:39.08:01,966.465,1352.631,-236.173
66,0.67708,00:34:39.08:02,966.173,1352.537,-236.668
67,0.6875,00:34:39.08:03,965.9010000000001,1352.345,-237.148
68,0.69792,00:34:39.09:00,965.665,1352.108,-237.72299999999998
69,0.70833,00:34:39.09:01,965.378,1351.799,-238.49
70,0.71875,00:34:39.09:02,965.138,1351.402,-239.347
71,0.72917,00:34:39.09:03,964.813,1351.019,-240.27
72,0.73958,00:34:39.10:00,964.4910000000001,1350.6870000000001,-241.109
73,0.75,00:34:39.10:01,964.07,1350.371,-242.00099999999998
74,0.76042,00:34:39.10:02,963.487,1349.973,-242.984
75,0.77083,00:34:39.10:03,962.845,1349.44,-243.963
76,0.78125,00:34:39.11:00,962.163,1348.7820000000002,-244.998
77,0.79167,00:34:39.11:01,961.572,1348.09,-246.07299999999998
78,0.80208,00:34:39.11:02,961.1060000000001,1347.389,-247.06900000000002
79,0.8125,00:34:39.11:03,960.956,1346.7160000000001,-247.99400000000003
80,0.8229200000000001,00:34:39.12:00,960.8689999999999,1345.944,-248.96599999999998
81,0.8333299999999999,00:34:39.12:01,960.905,1345.131,-249.86599999999999
82,0.84375,00:34:39.12:02,960.88,1344.2279999999998,-250.794
83,0.8541700000000001,00:34:39.12:03,960.701,1343.3529999999998,-251.669
84,0.8645799999999999,00:34:39.13:00,960.5989999999999,1342.61,-252.46200000000002
85,0.875,00:34:39.13:01,960.257,1341.886,-253.225
86,0.8854200000000001,00:34:39.13:02,959.8710000000001,1341.193,-253.926
87,0.8958299999999999,00:34:39.13:03,959.429,1340.37,-254.699
88,0.90625,00:34:39.14:00,958.9939999999999,1339.594,-255.426
89,0.9166700000000001,00:34:39.14:01,958.442,1338.727,-256.19
90,0.9270799999999999,00:34:39.14:02,957.828,1337.83,-256.903
91,0.9375,00:34:39.14:03,957.257,1337.067,-257.627
92,0.9479200000000001,00:34:39.15:00,956.6139999999999,1336.2779999999998,-258.379
93,0.9583299999999999,00:34:39.15:01,956.023,1335.65,-259.256
94,0.96875,00:34:39.15:02,955.346,1334.527,-259.872
95,0.9791700000000001,00:34:39.15:03,954.555,1333.656,-260.639
96,0.9895799999999999,00:34:39.16:00,953.941,1332.8470000000002,-261.407
97,1.0,00:34:39.16:01,953.318,1331.979,-262.14
98,1.01042,00:34:39.16:02,952.68,1331.19,-262.819
99,1.02083,00:34:39.16:03,952.1210000000001,1330.506,-263.496
100,1.03125,00:34:39.17:00,951.564,1329.707,-264.186
101,1.04167,00:34:39.17:01,950.916,1328.9189999999999,-264.837
102,1.05208,00:34:39.17:02,950.2810000000001,1328.111,-265.329
103,1.0625,00:34:39.17:03,949.6080000000001,1327.33,-265.85400000000004
104,1.07292,00:34:39.18:00,948.955,1326.606,-266.334
105,1.08333,00:34:39.18:01,948.2639999999999,1326.01,-266.841
106,1.09375,00:34:39.18:02,947.513,1325.4289999999999,-267.387
107,1.10417,00:34:39.18:03,946.791,1324.987,-267.895
108,1.11458,00:34:39.19:00,946.044,1324.529,-268.415
109,1.125,00:34:39.19:01,945.255,1323.987,-268.904
110,1.13542,00:34:39.19:02,944.581,1323.3629999999998,-269.374
111,1.14583,00:34:39.19:03,943.828,1322.787,-269.816
112,1.15625,00:34:39.20:00,943.215,1322.224,-270.186
113,1.16667,00:34:39.20:01,942.627,1321.74,-270.591
114,1.17708,00:34:39.20:02,941.801,1321.868,-271.61400000000003
115,1.1875,00:34:39.20:03,940.9060000000001,1320.704,-271.515
116,1.19792,00:34:39.21:00,940.487,1320.4270000000001,-271.842
117,1.20833,00:34:39.21:01,940.135,1320.234,-272.16700000000003
118,1.21875,00:34:39.21:02,939.5880000000001,1320.235,-272.35200000000003
119,1.22917,00:34:39.21:03,939.235,1319.9229999999998,-272.703
120,1.23958,00:34:39.22:00,938.8839999999999,1319.624,-273.036
121,1.25,00:34:39.22:01,938.5089999999999,1319.355,-273.365
122,1.26042,00:34:39.22:02,938.182,1319.129,-273.64
123,1.27083,00:34:39.22:03,937.775,1318.836,-273.937
124,1.28125,00:34:39.23:00,937.395,1318.6370000000002,-274.20799999999997
125,1.29167,00:34:39.23:01,937.039,1318.4660000000001,-274.45599999999996
126,1.30208,00:34:39.23:02,936.691,1318.274,-274.721
127,1.3125,00:34:39.23:03,936.428,1317.994,-274.931
128,1.32292,00:34:39.24:00,936.1410000000001,1317.644,-275.156
129,1.33333,00:34:39.24:01,935.87,1317.257,-275.437
130,1.34375,00:34:39.24:02,935.559,1316.986,-275.659
131,1.35417,00:34:39.24:03,935.327,1316.737,-275.82599999999996
132,1.36458,00:34:40.00:00,935.179,1316.569,-276.014
133,1.375,00:34:40.00:01,935.047,1316.43,-276.18
134,1.38542,00:34:40.00:02,934.923,1316.319,-276.327
135,1.39583,00:34:40.00:03,934.8380000000001,1316.264,-276.498
136,1.40625,00:34:40.01:00,934.7180000000001,1316.154,-276.63
137,1.41667,00:34:40.01:01,934.6189999999999,1315.965,-276.78
138,1.42708,00:34:40.01:02,934.493,1315.745,-276.94
139,1.4375,00:34:40.01:03,934.329,1315.475,-277.101
140,1.44792,00:34:40.02:00,934.194,1315.172,-277.263
141,1.45833,00:34:40.02:01,934.057,1314.8870000000002,-277.421
142,1.46875,00:34:40.02:02,933.8689999999999,1314.642,-277.585
143,1.47917,00:34:40.02:03,933.72,1314.412,-277.772
144,1.48958,00:34:40.03:00,933.543,1314.195,-277.95099999999996
145,1.5,00:34:40.03:01,933.375,1313.985,-278.133
146,1.51042,00:34:40.03:02,933.179,1313.769,-278.295
147,1.52083,00:34:40.03:03,932.9789999999999,1313.5629999999999,-278.427
148,1.53125,00:34:40.04:00,932.8689999999999,1313.3429999999998,-278.54200000000003
149,1.54167,00:34:40.04:01,932.7260000000001,1313.201,-278.682
150,1.55208,00:34:40.04:02,932.58,1313.0479999999998,-278.816
151,1.5625,00:34:40.04:03,932.367,1312.871,-278.991
152,1.57292,00:34:40.05:00,932.164,1312.724,-279.11
153,1.58333,00:34:40.05:01,931.939,1312.592,-279.246
154,1.59375,00:34:40.05:02,931.6669999999999,1312.4679999999998,-279.397
155,1.60417,00:34:40.05:03,931.414,1312.342,-279.54400000000004
156,1.61458,00:34:40.06:00,931.187,1312.308,-279.673
157,1.625,00:34:40.06:01,930.927,1312.251,-279.812
158,1.63542,00:34:40.06:02,930.618,1312.227,-279.943
159,1.64583,00:34:40.06:03,930.4,1312.233,-280.072
160,1.65625,00:34:40.07:00,929.863,1312.2920000000001,-280.105
161,1.66667,00:34:40.07:01,929.6360000000001,1312.2979999999998,-280.21
162,1.67708,00:34:40.07:02,929.42,1312.3270000000002,-280.309
163,1.6875,00:34:40.07:03,929.2310000000001,1312.369,-280.392
164,1.69792,00:34:40.08:00,928.998,1312.374,-280.466
165,1.70833,00:34:40.08:01,928.784,1312.386,-280.509
166,1.71875,00:34:40.08:02,928.591,1312.4029999999998,-280.557
167,1.72917,00:34:40.08:03,928.3739999999999,1312.382,-280.573
168,1.73958,00:34:40.09:00,928.178,1312.368,-280.619
169,1.75,00:34:40.09:01,927.962,1312.328,-280.628
170,1.76042,00:34:40.09:02,927.7280000000001,1312.286,-280.677
171,1.77083,00:34:40.09:03,927.5189999999999,1312.2179999999998,-280.733
172,1.78125,00:34:40.10:00,927.294,1312.141,-280.768
173,1.79167,00:34:40.10:01,927.084,1312.017,-280.796
174,1.80208,00:34:40.10:02,926.878,1311.901,-280.83799999999997
175,1.8125,00:34:40.10:03,926.6560000000001,1311.7879999999998,-280.914
176,1.82292,00:34:40.11:00,926.3860000000001,1311.701,-280.999
177,1.83333,00:34:40.11:01,926.084,1311.632,-281.087
178,1.84375,00:34:40.11:02,925.752,1311.601,-281.154
179,1.85417,00:34:40.11:03,925.3689999999999,1311.556,-281.20099999999996
180,1.86458,00:34:40.12:00,925.0189999999999,1311.5529999999999,-281.283
181,1.875,00:34:40.12:01,924.675,1311.55,-281.322
182,1.88542,00:34:40.12:02,924.332,1311.529,-281.351
183,1.89583,00:34:40.12:03,924.043,1311.489,-281.409
184,1.90625,00:34:40.13:00,923.7339999999999,1311.433,-281.43
185,1.91667,00:34:40.13:01,923.447,1311.3529999999998,-281.466
186,1.92708,00:34:40.13:02,923.17,1311.2620000000002,-281.501
187,1.9375,00:34:40.13:03,922.4939999999999,1311.317,-281.325
188,1.94792,00:34:40.14:00,922.169,1311.171,-281.4
189,1.95833,00:34:40.14:01,921.822,1311.057,-281.459
190,1.96875,00:34:40.14:02,921.551,1310.974,-281.526
191,1.97917,00:34:40.14:03,921.331,1310.881,-281.579
192,1.98958,00:34:40.15:00,921.15,1310.819,-281.592
193,2.0,00:34:40.15:01,920.9689999999999,1310.7839999999999,-281.616
194,2.01042,00:34:40.15:02,920.818,1310.761,-281.63599999999997
195,2.02083,00:34:40.15:03,920.6460000000001,1310.735,-281.658
196,2.03125,00:34:40.16:00,920.454,1310.711,-281.693
