Frame,Time,SMPTE,bar_left_ankle_x,bar_left_ankle_y,bar_left_ankle_z
1,0.0,00:34:38.17:01,955.927,76.895,35.327
2,0.01042,00:34:38.17:02,955.925,76.922,35.345
3,0.02083,00:34:38.17:03,955.943,76.922,35.347
4,0.03125,00:34:38.18:00,955.951,76.905,35.336999999999996
5,0.04167,00:34:38.18:01,955.8560000000001,76.942,35.229
6,0.052079999999999994,00:34:38.18:02,955.835,76.944,35.232
7,0.0625,00:34:38.18:03,955.8510000000001,76.938,35.199
8,0.07292,00:34:38.19:00,955.847,76.934,35.155
9,0.08333,00:34:38.19:01,955.863,76.944,35.150999999999996
10,0.09375,00:34:38.19:02,955.8760000000001,76.923,35.141
11,0.10417,00:34:38.19:03,955.88,76.934,35.121
12,0.11458,00:34:38.20:00,955.89,76.929,35.117
13,0.125,00:34:38.20:01,955.888,76.92399999999999,35.111999999999995
14,0.13542,00:34:38.20:02,955.89,76.925,35.096
15,0.14583,00:34:38.20:03,955.888,76.911,35.086999999999996
16,0.15625,00:34:38.21:00,955.895,76.92699999999999,35.098
17,0.16667,00:34:38.21:01,955.893,76.919,35.091
18,0.17708,00:34:38.21:02,955.878,76.919,35.084
19,0.1875,00:34:38.21:03,955.873,76.926,35.083
20,0.19792,00:34:38.22:00,955.878,76.936,35.055
21,0.20833000000000002,00:34:38.22:01,955.8860000000001,76.928,35.031
22,0.21875,00:34:38.22:02,955.8810000000001,76.942,35.037
23,0.22916999999999998,00:34:38.22:03,955.8789999999999,76.95,35.025999999999996
24,0.23958000000000002,00:34:38.23:00,955.872,76.938,35.04
25,0.25,00:34:38.23:01,955.872,76.946,35.025
26,0.26042,00:34:38.23:02,955.8810000000001,76.943,35.03
27,0.27083,00:34:38.23:03,955.882,76.94,35.032
28,0.28125,00:34:38.24:00,955.905,76.945,35.015
29,0.29167,00:34:38.24:01,955.908,76.946,35.019
30,0.30208,00:34:38.24:02,955.922,76.958,35.025999999999996
31,0.3125,00:34:38.24:03,955.92,76.959,35.016
32,0.32292,00:34:39.00:00,955.928,76.96600000000001,35.014
33,0.33333,00:34:39.00:01,955.934,76.98,35.015
34,0.34375,00:34:39.00:02,955.939,76.976,35.007
35,0.35417,00:34:39.00:03,955.959,76.979,34.995
36,0.36458,00:34:39.01:00,955.956,76.98100000000001,35.01
37,0.375,00:34:39.01:01,955.9810000000001,76.992,35.014
38,0.38542,00:34:39.01:02,955.9889999999999,76.995,35.003
39,0.39583,00:34:39.01:03,955.985,76.991,34.997
40,0.40625,00:34:39.02:00,956.0039999999999,76.993,34.991
41,0.41667,00:34:39.02:01,956.0060000000001,76.98899999999999,34.992
42,0.42708,00:34:39.02:02,956.01,77.005,35.004
43,0.4375,00:34:39.02:03,956.008,77.0,34.999
44,0.44792,00:34:39.03:00,956.012,77.009,34.993
45,0.45833,00:34:39.03:01,956.018,77.025,34.995
46,0.46875,00:34:39.03:02,956.0139999999999,77.039,34.983000000000004
47,0.47917,00:34:39.03:03,956.007,77.027,34.978
48,0.48958,00:34:39.04:00,956.015,77.039,34.978
49,0.5,00:34:39.04:01,956.0039999999999,77.048,34.977
50,0.51042,00:34:39.04:02,956.0160000000001,77.027,34.971
51,0.52083,00:34:39.04:03,956.023,77.035,34.983000000000004
52,0.53125,00:34:39.05:00,956.0160000000001,77.048,34.977
53,0.54167,00:34:39.05:01,956.0169999999999,77.043,34.98
54,0.55208,00:34:39.05:02,956.034,77.039,34.983000000000004
55,0.5625,00:34:39.05:03,956.023,77.046,34.971
56,0.57292,00:34:39.06:00,956.0089999999999,77.036,34.985
57,0.58333,00:34:39.06:01,956.025,77.038,34.992
58,0.59375,00:34:39.06:02,956.0089999999999,77.05199999999999,34.994
59,0.60417,00:34:39.06:03,955.995,77.041,34.985
60,0.61458,00:34:39.07:00,956.0,77.059,34.978
61,0.625,00:34:39.07:01,956.0210000000001,77.04,34.972
62,0.63542,00:34:39.07:02,956.008,77.051,34.978
63,0.64583,00:34:39.07:03,956.002,77.064,34.966
64,0.65625,00:34:39.08:00,956.0160000000001,77.056,34.968
65,0.66667,00:34:39.08:01,956.0239999999999,77.068,34.963
66,0.67708,00:34:39.08:02,956.0310000000001,77.071,34.959
67,0.6875,00:34:39.08:03,956.0369999999999,77.07,34.959
68,0.69792,00:34:39.09:00,956.044,77.072,34.949
69,0.70833,00:34:39.09:01,956.076,77.074,34.969
70,0.71875,00:34:39.09:02,956.08,77.09100000000001,34.978
71,0.72917,00:34:39.09:03,956.1010000000001,77.084,34.984
72,0.73958,00:34:39.10:00,956.12,77.08800000000001,34.976
73,0.75,00:34:39.10:01,956.1439999999999,77.117,34.993
74,0.76042,00:34:39.10:02,956.159,77.111,34.984
75,0.77083,00:34:39.10:03,956.1510000000001,77.118,34.98
76,0.78125,00:34:39.11:00,956.191,77.139,34.964
77,0.79167,00:34:39.11:01,956.206,77.149,34.972
78,0.80208,00:34:39.11:02,956.222,77.13600000000001,34.95
79,0.8125,00:34:39.11:03,956.2389999999999,77.123,34.951
80,0.8229200000000001,00:34:39.12:00,956.258,77.126,34.959
81,0.8333299999999999,00:34:39.12:01,956.318,77.128,34.955999999999996
82,0.84375,00:34:39.12:02,956.3489999999999,77.135,34.972
83,0.8541700000000001,00:34:39.12:03,956.37,77.141,34.975
84,0.8645799999999999,00:34:39.13:00,956.3989999999999,77.146,34.981
85,0.875,00:34:39.13:01,956.442,77.154,34.991
86,0.8854200000000001,00:34:39.13:02,956.457,77.15,34.986999999999995
87,0.8958299999999999,00:34:39.13:03,956.459,77.15100000000001,34.994
88,0.90625,00:34:39.14:00,956.48,77.167,34.981
89,0.9166700000000001,00:34:39.14:01,956.4889999999999,77.165,34.985
90,0.9270799999999999,00:34:39.14:02,956.4939999999999,77.18,34.973
91,0.9375,00:34:39.14:03,956.5219999999999,77.175,34.973
92,0.9479200000000001,00:34:39.15:00,956.513,77.182,34.959
93,0.9583299999999999,00:34:39.15:01,956.529,77.181,34.944
94,0.96875,00:34:39.15:02,956.535,77.189,34.958
95,0.9791700000000001,00:34:39.15:03,956.533,77.192,34.916
96,0.9895799999999999,00:34:39.16:00,956.54,77.199,34.917
97,1.0,00:34:39.16:01,956.543,77.203,34.907
98,1.01042,00:34:39.16:02,956.554,77.22,34.899
99,1.02083,00:34:39.16:03,956.57,77.215,34.871
100,1.03125,00:34:39.17:00,956.592,77.233,34.888000000000005
101,1.04167,00:34:39.17:01,956.613,77.251,34.857
102,1.05208,00:34:39.17:02,956.6389999999999,77.27,34.861999999999995
103,1.0625,00:34:39.17:03,956.67,77.283,34.853
104,1.07292,00:34:39.18:00,956.698,77.292,34.84
105,1.08333,00:34:39.18:01,956.748,77.313,34.854
106,1.09375,00:34:39.18:02,956.809,77.329,34.873000000000005
107,1.10417,00:34:39.18:03,956.8639999999999,77.35600000000001,34.898
108,1.11458,00:34:39.19:00,956.908,77.37,34.914
109,1.125,00:34:39.19:01,956.9630000000001,77.381,34.929
110,1.13542,00:34:39.19:02,956.995,77.385,34.934
111,1.14583,00:34:39.19:03,957.023,77.399,34.952
112,1.15625,00:34:39.20:00,957.047,77.423,34.953
113,1.16667,00:34:39.20:01,957.071,77.42699999999999,34.973
114,1.17708,00:34:39.20:02,957.096,77.438,34.981
115,1.1875,00:34:39.20:03,957.091,77.456,34.989000000000004
116,1.19792,00:34:39.21:00,957.1239999999999,77.484,34.982
117,1.20833,00:34:39.21:01,957.1289999999999,77.473,34.983000000000004
118,1.21875,00:34:39.21:02,957.127,77.486,34.982
119,1.22917,00:34:39.21:03,957.127,77.498,34.996
120,1.23958,00:34:39.22:00,957.0980000000001,77.508,35.0
121,1.25,00:34:39.22:01,957.0989999999999,77.525,35.006
122,1.26042,00:34:39.22:02,957.0989999999999,77.545,35.01
123,1.27083,00:34:39.22:03,957.067,77.538,34.995
124,1.28125,00:34:39.23:00,957.039,77.57,34.96
125,1.29167,00:34:39.23:01,957.003,77.561,34.945
126,1.30208,00:34:39.23:02,956.995,77.575,34.916
127,1.3125,00:34:39.23:03,956.9639999999999,77.571,34.895
128,1.32292,00:34:39.24:00,956.935,77.578,34.868
129,1.33333,00:34:39.24:01,956.914,77.565,34.865
130,1.34375,00:34:39.24:02,956.898,77.567,34.841
131,1.35417,00:34:39.24:03,956.8760000000001,77.561,34.836999999999996
132,1.36458,00:34:40.00:00,956.8430000000001,77.565,34.842
133,1.375,00:34:40.00:01,956.828,77.57,34.821
134,1.38542,00:34:40.00:02,956.785,77.575,34.833
135,1.39583,00:34:40.00:03,956.75,77.583,34.809
136,1.40625,00:34:40.01:00,956.7189999999999,77.587,34.778
137,1.41667,00:34:40.01:01,956.692,77.597,34.764
138,1.42708,00:34:40.01:02,956.664,77.605,34.748000000000005
139,1.4375,00:34:40.01:03,956.622,77.587,34.735
140,1.44792,00:34:40.02:00,956.6030000000001,77.594,34.721
141,1.45833,00:34:40.02:01,956.586,77.58800000000001,34.708
142,1.46875,00:34:40.02:02,956.563,77.598,34.69
143,1.47917,00:34:40.02:03,956.548,77.594,34.691
144,1.48958,00:34:40.03:00,956.5239999999999,77.585,34.674
145,1.5,00:34:40.03:01,956.507,77.604,34.678000000000004
146,1.51042,00:34:40.03:02,956.4860000000001,77.584,34.673
147,1.52083,00:34:40.03:03,956.467,77.572,34.659
148,1.53125,00:34:40.04:00,956.471,77.565,34.66
149,1.54167,00:34:40.04:01,956.443,77.566,34.664
150,1.55208,00:34:40.04:02,956.434,77.564,34.683
151,1.5625,00:34:40.04:03,956.437,77.557,34.688
