Frame,Time,SMPTE,bar_left_foot_x,bar_left_foot_y,bar_left_foot_z
1,0.0,00:34:38.17:01,880.0778,5.5875,3.1642
2,0.01042,00:34:38.17:02,880.0758,5.5933,3.1660000000000004
3,0.02083,00:34:38.17:03,880.078,5.5945,3.1625
4,0.03125,00:34:38.18:00,879.7817,5.8022,2.455
5,0.04167,00:34:38.18:01,879.9303,5.6215,2.5277
6,0.052079999999999994,00:34:38.18:02,879.7075,5.8335,2.4392
7,0.0625,00:34:38.18:03,879.6852,5.8502,2.4153
8,0.07292,00:34:38.19:00,879.67,5.8645,2.4112
9,0.08333,00:34:38.19:01,879.672,5.8605,2.3930000000000002
10,0.09375,00:34:38.19:02,879.669,5.851,2.386
11,0.10417,00:34:38.19:03,879.682,5.8505,2.3747
12,0.11458,00:34:38.20:00,879.678,5.8512,2.3548
13,0.125,00:34:38.20:01,879.6828,5.8573,2.365
14,0.13542,00:34:38.20:02,879.6842,5.8473,2.3585
15,0.14583,00:34:38.20:03,879.6788,5.854,2.3595
16,0.15625,00:34:38.21:00,879.6915,5.8472,2.3625
17,0.16667,00:34:38.21:01,879.6908,5.8392,2.3583
18,0.17708,00:34:38.21:02,879.6905,5.849,2.3525
19,0.1875,00:34:38.21:03,879.688,5.8408,2.3480000000000003
20,0.19792,00:34:38.22:00,879.6855,5.8447,2.3372
21,0.20833000000000002,00:34:38.22:01,879.6845,5.843,2.3453
22,0.21875,00:34:38.22:02,879.6668,5.856,2.3375
23,0.22916999999999998,00:34:38.22:03,879.6705,5.846,2.3353
24,0.23958000000000002,00:34:38.23:00,879.6748,5.84,2.3205
25,0.25,00:34:38.23:01,879.6662,5.8367,2.3208
26,0.26042,00:34:38.23:02,879.6702,5.8383,2.3243
27,0.27083,00:34:38.23:03,879.675,5.8445,2.3363
28,0.28125,00:34:38.24:00,879.6708,5.843999999999999,2.3333
29,0.29167,00:34:38.24:01,879.6775,5.848,2.3283
30,0.30208,00:34:38.24:02,879.683,5.8397,2.3222
31,0.3125,00:34:38.24:03,879.6745,5.8465,2.327
32,0.32292,00:34:39.00:00,879.6732,5.8502,2.3369999999999997
33,0.33333,00:34:39.00:01,879.674,5.854,2.3312
34,0.34375,00:34:39.00:02,879.6802,5.8395,2.3228
35,0.35417,00:34:39.00:03,879.6755,5.8333,2.32
36,0.36458,00:34:39.01:00,879.6748,5.8375,2.3152
37,0.375,00:34:39.01:01,879.6735,5.8418,2.319
38,0.38542,00:34:39.01:02,879.6747,5.8457,2.3262
39,0.39583,00:34:39.01:03,879.6762,5.8418,2.3315
40,0.40625,00:34:39.02:00,879.6815,5.8420000000000005,2.3238
41,0.41667,00:34:39.02:01,879.6922,5.831,2.3198
