Frame,Time,SMPTE,bar_left_wrist_x,bar_left_wrist_y,bar_left_wrist_z
1,0.0,00:34:38.17:01,967.2445,1325.6565,571.592
2,0.01042,00:34:38.17:02,967.3015,1325.69,571.562
3,0.02083,00:34:38.17:03,967.3505,1325.7155,571.5585
4,0.03125,00:34:38.18:00,967.072,1326.0455,570.9630000000001
5,0.04167,00:34:38.18:01,967.13,1326.0545,570.9305
6,0.052079999999999994,00:34:38.18:02,967.192,1326.0610000000001,570.911
7,0.0625,00:34:38.18:03,967.2655,1326.0625,570.903
8,0.07292,00:34:38.19:00,967.3295,1326.09,570.846
9,0.08333,00:34:38.19:01,967.393,1326.101,570.8025
10,0.09375,00:34:38.19:02,967.47,1326.1185,570.7965
11,0.10417,00:34:38.19:03,967.5205,1326.1425,570.7705
12,0.11458,00:34:38.20:00,967.582,1326.158,570.736
13,0.125,00:34:38.20:01,967.6105,1326.2105,570.7075
14,0.13542,00:34:38.20:02,967.6295,1326.3020000000001,570.6795
15,0.14583,00:34:38.20:03,967.7325,1326.3125,570.6705
16,0.15625,00:34:38.21:00,967.712,1326.4225,570.6445
17,0.16667,00:34:38.21:01,967.7185,1326.5,570.63
18,0.17708,00:34:38.21:02,967.7465,1326.629,570.592
19,0.1875,00:34:38.21:03,967.7515,1326.7285,570.578
20,0.19792,00:34:38.22:00,967.763,1326.8370000000002,570.5495
21,0.20833000000000002,00:34:38.22:01,967.7805,1326.9325,570.5405
22,0.21875,00:34:38.22:02,967.7875,1327.0385,570.5325
23,0.22916999999999998,00:34:38.22:03,967.763,1327.1325,570.505
24,0.23958000000000002,00:34:38.23:00,967.7605,1327.2420000000002,570.4925
25,0.25,00:34:38.23:01,967.7339999999999,1327.342,570.48
26,0.26042,00:34:38.23:02,967.7045,1327.432,570.4285
27,0.27083,00:34:38.23:03,967.7215,1327.5165,570.4209999999999
28,0.28125,00:34:38.24:00,967.669,1327.6170000000002,570.405
29,0.29167,00:34:38.24:01,967.612,1327.7435,570.3795
30,0.30208,00:34:38.24:02,967.5445,1327.878,570.3705
31,0.3125,00:34:38.24:03,967.4615,1327.9979999999998,570.349
32,0.32292,00:34:39.00:00,967.3575,1328.172,570.3205
33,0.33333,00:34:39.00:01,967.2535,1328.34,570.307
34,0.34375,00:34:39.00:02,967.0310000000001,1328.5710000000001,570.2785
35,0.35417,00:34:39.00:03,966.8945,1328.8035,570.2475
36,0.36458,00:34:39.01:00,966.747,1329.0175,570.2235
37,0.375,00:34:39.01:01,966.5925,1329.2265,570.2455
