Frame,Time,SMPTE,bar_right_hip_x,bar_right_hip_y,bar_right_hip_z
1,0.0,00:38:23:12:01,767.813,952.3560000000001,-279.9775
2,0.01,00:38:23:12:02,768.2260000000001,952.314,-279.869
3,0.02,00:38:23:12:03,768.6145,952.3035,-279.8105
4,0.03,00:38:23:13:00,769.015,952.1225,-279.657
5,0.04,00:38:23:13:01,769.6325,952.0975,-279.7935
6,0.05,00:38:23:13:02,769.6275,952.1595,-279.786
7,0.06,00:38:23:13:03,769.8585,951.9789999999999,-279.78700000000003
8,0.07,00:38:23:14:00,770.12,951.966,-279.8645
9,0.08,00:38:23:14:01,770.3795,951.965,-279.942
10,0.09,00:38:23:14:02,770.596,951.9975,-280.0705
11,0.1,00:38:23:14:03,770.784,952.0455,-280.1825
12,0.11,00:38:23:15:00,770.948,952.0855,-280.2775
13,0.12,00:38:23:15:01,771.0830000000001,952.166,-280.385
14,0.13,00:38:23:15:02,771.212,952.2375,-280.505
15,0.14,00:38:23:15:03,771.3639999999999,952.289,-280.63
16,0.15,00:38:23:16:00,771.4939999999999,952.3685,-280.756
17,0.16,00:38:23:16:01,771.6089999999999,952.432,-280.89799999999997
18,0.17,00:38:23:16:02,771.7435,952.4805,-281.0375
19,0.18,00:38:23:16:03,771.9185,952.665,-281.2625
20,0.19,00:38:23:17:00,771.954,952.545,-281.3565
21,0.2,00:38:23:17:01,772.1060000000001,952.704,-281.5775
22,0.21,00:38:23:17:02,772.1615,952.7085,-281.7265
23,0.22,00:38:23:17:03,772.1895,952.7045,-281.8895
24,0.23,00:38:23:18:00,772.1310000000001,952.543,-281.9815
25,0.24,00:38:23:18:01,772.1475,952.5375,-282.1235
26,0.25,00:38:23:18:02,772.2365,952.68,-282.35
27,0.26,00:38:23:18:03,772.2365,952.68,-282.35
28,0.27,00:38:23:19:00,772.183,952.5360000000001,-282.421
29,0.28,00:38:23:19:01,772.2835,952.6935,-282.616
30,0.29,00:38:23:19:02,772.312,952.701,-282.733
31,0.3,00:38:23:19:03,772.3465,952.7389999999999,-282.857
32,0.31,00:38:23:20:00,772.3625,952.7625,-282.964
33,0.32,00:38:23:20:01,772.37,952.7935,-283.0565
34,0.33,00:38:23:20:02,772.3565,952.834,-283.161
35,0.34,00:38:23:20:03,772.316,952.842,-283.2495
36,0.35,00:38:23:21:00,772.285,952.863,-283.3345
37,0.36,00:38:23:21:01,772.2435,952.8755,-283.4235
38,0.37,00:38:23:21:02,772.1895,952.8565,-283.495
39,0.38,00:38:23:21:03,772.1189999999999,952.84,-283.579
40,0.39,00:38:23:22:00,772.0635,952.835,-283.6525
41,0.4,00:38:23:22:01,771.9895,952.8385,-283.731
42,0.41,00:38:23:22:02,771.909,952.855,-283.808
43,0.42,00:38:23:22:03,771.823,952.8855,-283.862
44,0.43,00:38:23:23:00,771.7495,952.909,-283.904
45,0.44,00:38:23:23:01,771.66,952.933,-283.95099999999996
46,0.45,00:38:23:23:02,771.6310000000001,952.99,-284.062
47,0.46,00:38:23:23:03,771.54,952.9925,-284.092
48,0.47,00:38:23:24:00,771.4645,953.005,-284.0895
49,0.48,00:38:23:24:01,771.3755,953.003,-284.0875
50,0.49,00:38:23:24:02,771.2855,953.0145,-284.0605
51,0.5,00:38:23:24:03,771.203,953.0205,-284.0585
52,0.51,00:38:24:00:00,771.203,953.0205,-284.0585
53,0.52,00:38:24:00:01,771.1135,953.0310000000001,-284.0565
54,0.53,00:38:24:00:02,771.0239999999999,953.041,-284.0325
55,0.54,00:38:24:00:03,770.919,953.0325,-284.025
56,0.55,00:38:24:01:00,770.813,953.0225,-284.001
57,0.56,00:38:24:01:01,770.71,953.01,-283.988
58,0.57,00:38:24:01:02,770.59,952.9889999999999,-283.95
59,0.58,00:38:24:01:03,770.4735,952.998,-283.9205
60,0.59,00:38:24:02:00,770.3325,952.9825,-283.871
61,0.6,00:38:24:02:01,770.1975,952.9845,-283.8375
62,0.61,00:38:24:02:02,770.039,953.003,-283.763
63,0.62,00:38:24:02:03,769.8739999999999,953.0075,-283.6855
64,0.63,00:38:24:03:00,769.688,953.0169999999999,-283.5975
65,0.64,00:38:24:03:01,769.5219999999999,953.018,-283.497
66,0.65,00:38:24:03:02,769.3555,953.0175,-283.406
67,0.66,00:38:24:03:03,769.209,953.0085,-283.2915
68,0.67,00:38:24:04:00,769.0545,953.035,-283.17
69,0.68,00:38:24:04:01,768.8735,953.0369999999999,-282.9785
70,0.69,00:38:24:04:02,768.706,953.0335,-282.72700000000003
71,0.7,00:38:24:04:03,768.508,953.0245,-282.4615
72,0.71,00:38:24:05:00,768.318,953.0215,-282.186
73,0.72,00:38:24:05:01,768.1210000000001,953.0310000000001,-281.908
74,0.73,00:38:24:05:02,767.916,953.048,-281.60400000000004
75,0.74,00:38:24:05:03,767.7245,953.0635,-281.278
76,0.75,00:38:24:06:00,767.535,953.0735,-280.909
77,0.76,00:38:24:06:01,767.535,953.0735,-280.909
78,0.77,00:38:24:06:02,767.3365,953.1315,-280.4795
79,0.78,00:38:24:06:03,767.1095,953.1735,-279.976
80,0.79,00:38:24:07:00,766.8985,953.2335,-279.49
81,0.8,00:38:24:07:01,766.6425,953.2735,-278.9235
82,0.81,00:38:24:07:02,766.377,953.308,-278.3965
83,0.82,00:38:24:07:03,766.1285,953.309,-277.857
84,0.83,00:38:24:08:00,765.8439999999999,953.3295,-277.289
85,0.84,00:38:24:08:01,765.5939999999999,953.3785,-276.724
86,0.85,00:38:24:08:02,765.3165,953.4335,-276.11
87,0.86,00:38:24:08:03,765.0665,953.4955,-275.548
88,0.87,00:38:24:09:00,764.8385,953.5645,-274.9715
89,0.88,00:38:24:09:01,764.6325,953.6405,-274.3825
90,0.89,00:38:24:09:02,764.5025,953.7235,-273.806
91,0.9,00:38:24:09:03,764.4005,953.7860000000001,-273.21
92,0.91,00:38:24:10:00,764.325,953.8375,-272.5775
93,0.92,00:38:24:10:01,764.2315,953.8625,-272.0065
94,0.93,00:38:24:10:02,764.1835,953.8919999999999,-271.4425
95,0.94,00:38:24:10:03,764.1135,953.895,-270.8945
96,0.95,00:38:24:11:00,764.0585,953.8889999999999,-270.3315
97,0.96,00:38:24:11:01,763.9925,953.89,-269.842
98,0.97,00:38:24:11:02,763.9165,953.8715,-269.35400000000004
99,0.98,00:38:24:11:03,763.8589999999999,953.8605,-268.887
100,0.99,00:38:24:12:00,763.8065,953.8555,-268.42
101,1.0,00:38:24:12:01,763.7769999999999,953.868,-267.969
102,1.01,00:38:24:12:02,763.7769999999999,953.868,-267.969
103,1.02,00:38:24:12:03,763.7635,953.8789999999999,-267.533
104,1.03,00:38:24:13:00,763.8055,953.8915,-267.126
105,1.04,00:38:24:13:01,763.8480000000001,953.8989999999999,-266.743
106,1.05,00:38:24:13:02,763.9565,953.914,-266.369
107,1.06,00:38:24:13:03,764.073,953.9395,-266.04400000000004
108,1.07,00:38:24:14:00,764.1995,953.961,-265.688
109,1.08,00:38:24:14:01,764.3530000000001,953.9795,-265.3775
110,1.09,00:38:24:14:02,764.5089999999999,953.9815,-265.04
111,1.1,00:38:24:14:03,764.681,954.0,-264.7365
112,1.11,00:38:24:15:00,764.8295,954.007,-264.453
113,1.12,00:38:24:15:01,764.9785,954.0305,-264.2355
114,1.13,00:38:24:15:02,765.1505,954.0395,-264.027
115,1.14,00:38:24:15:03,765.3195,954.0415,-263.8075
116,1.15,00:38:24:16:00,765.4865,954.045,-263.603
117,1.16,00:38:24:16:00,765.663,954.0725,-263.406
