Frame,Time,SMPTE,bar_left_elbow_x,bar_left_elbow_y,bar_left_elbow_z
1,0.0,00:38:23:12:01,807.857,1311.035,297.1485
2,0.01,00:38:23:12:02,807.954,1311.0835,296.759
3,0.02,00:38:23:12:03,808.0475,1311.1975,296.387
4,0.03,00:38:23:13:00,808.1765,1311.3265,296.0385
5,0.04,00:38:23:13:01,808.2385,1311.5385,295.905
6,0.05,00:38:23:13:02,808.5275,1311.964,295.343
7,0.06,00:38:23:13:03,808.687,1312.338,295.0695
8,0.07,00:38:23:14:00,808.8295,1312.7515,294.814
9,0.08,00:38:23:14:01,808.8995,1313.172,294.605
10,0.09,00:38:23:14:02,809.0235,1313.6615,294.445
11,0.1,00:38:23:14:03,809.1385,1314.1770000000001,294.3215
12,0.11,00:38:23:15:00,809.25,1314.77,294.2255
13,0.12,00:38:23:15:01,809.3525,1315.3370000000002,294.124
14,0.13,00:38:23:15:02,809.4895,1315.8875,294.065
15,0.14,00:38:23:15:03,809.6595,1316.4260000000002,293.999
16,0.15,00:38:23:16:00,809.8095,1316.9495,293.96299999999997
17,0.16,00:38:23:16:01,809.941,1317.451,293.939
18,0.17,00:38:23:16:02,810.0985,1317.8935,293.913
19,0.18,00:38:23:16:03,810.3095,1318.1655,294.0565
20,0.19,00:38:23:17:00,810.461,1318.526,294.0665
21,0.2,00:38:23:17:01,810.602,1318.8265,294.064
22,0.21,00:38:23:17:02,810.7545,1319.1045,294.062
23,0.22,00:38:23:17:03,810.8905,1319.3029999999999,294.073
24,0.23,00:38:23:18:00,811.0385,1319.4475,294.0535
25,0.24,00:38:23:18:01,811.1885,1319.527,294.0745
26,0.25,00:38:23:18:02,811.3530000000001,1319.5520000000001,294.0775
27,0.26,00:38:23:18:03,811.3530000000001,1319.5520000000001,294.0775
28,0.27,00:38:23:19:00,811.525,1319.53,294.1105
29,0.28,00:38:23:19:01,811.7180000000001,1319.4715,294.143
30,0.29,00:38:23:19:02,811.8785,1319.3870000000002,294.186
31,0.3,00:38:23:19:03,812.052,1319.2715,294.2065
32,0.31,00:38:23:20:00,812.1245,1319.273,294.0715
33,0.32,00:38:23:20:01,812.3105,1319.1295,294.113
34,0.33,00:38:23:20:02,812.5825,1318.838,294.337
35,0.34,00:38:23:20:03,812.7810000000001,1318.6825,294.369
36,0.35,00:38:23:21:00,813.01,1318.4845,294.42400000000004
37,0.36,00:38:23:21:01,813.2425,1318.2525,294.5015
38,0.37,00:38:23:21:02,813.4755,1318.024,294.548
39,0.38,00:38:23:21:03,813.6565,1317.914,294.4075
40,0.39,00:38:23:22:00,813.919,1317.6779999999999,294.4965
41,0.4,00:38:23:22:01,814.194,1317.4675,294.566
42,0.41,00:38:23:22:02,814.4725,1317.266,294.6535
43,0.42,00:38:23:22:03,814.7565,1317.0745,294.7475
44,0.43,00:38:23:23:00,815.056,1316.91,294.835
45,0.44,00:38:23:23:01,815.3439999999999,1316.75,294.9305
46,0.45,00:38:23:23:02,815.6635,1316.6075,295.0505
47,0.46,00:38:23:23:03,815.9645,1316.4485,295.1345
48,0.47,00:38:23:24:00,816.2560000000001,1316.3195,295.2115
49,0.48,00:38:23:24:01,816.5795,1316.1875,295.2805
50,0.49,00:38:23:24:02,816.895,1316.0529999999999,295.336
51,0.5,00:38:23:24:03,817.2180000000001,1315.9295,295.3705
52,0.51,00:38:24:00:00,817.2180000000001,1315.9295,295.3705
53,0.52,00:38:24:00:01,817.545,1315.8205,295.42900000000003
54,0.53,00:38:24:00:02,817.8919999999999,1315.7185,295.497
55,0.54,00:38:24:00:03,818.2535,1315.6205,295.572
56,0.55,00:38:24:01:00,818.575,1315.519,295.64
57,0.56,00:38:24:01:01,818.8685,1315.4355,295.6895
58,0.57,00:38:24:01:02,819.1569999999999,1315.376,295.749
59,0.58,00:38:24:01:03,819.444,1315.305,295.8185
60,0.59,00:38:24:02:00,819.715,1315.2205,295.863
61,0.6,00:38:24:02:01,819.977,1315.1715,295.9335
62,0.61,00:38:24:02:02,820.253,1315.102,296.013
63,0.62,00:38:24:02:03,820.5395,1315.0315,296.134
64,0.63,00:38:24:03:00,820.823,1314.98,296.2555
65,0.64,00:38:24:03:01,821.1,1314.8945,296.4025
66,0.65,00:38:24:03:02,821.4055,1314.7975,296.5675
67,0.66,00:38:24:03:03,821.6725,1314.672,296.76599999999996
68,0.67,00:38:24:04:00,821.9689999999999,1314.558,296.9865
69,0.68,00:38:24:04:01,822.2139999999999,1314.454,297.2235
70,0.69,00:38:24:04:02,822.5075,1314.3775,297.5055
71,0.7,00:38:24:04:03,822.8065,1314.3029999999999,297.8245
72,0.71,00:38:24:05:00,823.1265,1314.231,298.1645
73,0.72,00:38:24:05:01,823.4630000000001,1314.1575,298.562
74,0.73,00:38:24:05:02,823.8095,1314.0715,298.9225
75,0.74,00:38:24:05:03,824.1495,1313.961,299.3475
76,0.75,00:38:24:06:00,824.492,1313.858,299.8035
77,0.76,00:38:24:06:01,824.492,1313.858,299.8035
78,0.77,00:38:24:06:02,824.8610000000001,1313.7585,300.309
79,0.78,00:38:24:06:03,825.2125,1313.6765,300.8375
80,0.79,00:38:24:07:00,825.562,1313.6425,301.416
81,0.8,00:38:24:07:01,825.9265,1313.6070000000002,301.978
82,0.81,00:38:24:07:02,826.3045,1313.5645,302.5615
83,0.82,00:38:24:07:03,826.6745,1313.5385,303.131
84,0.83,00:38:24:08:00,827.1045,1313.491,303.7295
85,0.84,00:38:24:08:01,827.4925,1313.4075,304.327
86,0.85,00:38:24:08:02,827.9060000000001,1313.306,304.9385
87,0.86,00:38:24:08:03,828.2705,1313.2295,305.557
88,0.87,00:38:24:09:00,828.6065,1313.1629999999998,306.2125
89,0.88,00:38:24:09:01,828.9255,1313.1385,306.843
90,0.89,00:38:24:09:02,829.2415,1313.119,307.4965
91,0.9,00:38:24:09:03,829.5435,1313.089,308.118
92,0.91,00:38:24:10:00,829.815,1313.065,308.72900000000004
93,0.92,00:38:24:10:01,830.1030000000001,1313.0535,309.3805
94,0.93,00:38:24:10:02,830.3580000000001,1313.0125,310.026
95,0.94,00:38:24:10:03,830.613,1312.973,310.62
96,0.95,00:38:24:11:00,830.852,1312.9415,311.2235
97,0.96,00:38:24:11:01,831.0945,1312.921,311.839
98,0.97,00:38:24:11:02,831.352,1312.9145,312.4105
99,0.98,00:38:24:11:03,831.5645,1312.9035,312.9715
100,0.99,00:38:24:12:00,831.806,1312.9125,313.52
101,1.0,00:38:24:12:01,832.0225,1312.9255,314.0435
102,1.01,00:38:24:12:02,832.0225,1312.9255,314.0435
103,1.02,00:38:24:12:03,832.2225,1312.96,314.53700000000003
104,1.03,00:38:24:13:00,832.428,1312.9985,315.031
105,1.04,00:38:24:13:01,832.6189999999999,1313.069,315.526
106,1.05,00:38:24:13:02,832.816,1313.1465,315.987
107,1.06,00:38:24:13:03,832.9839999999999,1313.257,316.41
108,1.07,00:38:24:14:00,833.1755,1313.349,316.818
109,1.08,00:38:24:14:01,833.3895,1313.4435,317.2195
110,1.09,00:38:24:14:02,833.6060000000001,1313.5355,317.6145
111,1.1,00:38:24:14:03,833.7860000000001,1313.6735,317.986
112,1.11,00:38:24:15:00,833.97,1313.8529999999998,318.334
113,1.12,00:38:24:15:01,834.1060000000001,1314.0495,318.6515
114,1.13,00:38:24:15:02,834.25,1314.2255,318.92400000000004
115,1.14,00:38:24:15:03,834.3985,1314.4070000000002,319.2015
116,1.15,00:38:24:16:00,834.5765,1314.5775,319.4815
117,1.16,00:38:24:16:00,834.7180000000001,1314.7620000000002,319.7265
118,1.17,00:38:24:16:01,834.872,1314.914,319.947
119,1.18,00:38:24:16:02,835.0095,1315.1065,320.1735
120,1.19,00:38:24:16:03,835.132,1315.274,320.361
121,1.2,00:38:24:17:00,835.2415,1315.441,320.555
122,1.21,00:38:24:17:01,835.37,1315.589,320.7165
123,1.22,00:38:24:17:02,835.503,1315.7179999999998,320.8825
124,1.23,00:38:24:18:00,835.655,1315.83,321.0295
125,1.24,00:38:24:18:01,835.8095,1315.925,321.15
126,1.25,00:38:24:18:02,835.9415,1316.0285,321.272
127,1.26,00:38:24:18:03,835.9415,1316.0285,321.272
128,1.27,00:38:24:19:00,836.0695,1316.126,321.413
129,1.28,00:38:24:19:01,836.179,1316.254,321.5505
130,1.29,00:38:24:19:02,836.2769999999999,1316.358,321.67400000000004
131,1.3,00:38:24:19:03,836.3835,1316.4295,321.7905
132,1.31,00:38:24:20:00,836.4835,1316.491,321.893
133,1.32,00:38:24:20:01,836.5965,1316.5565,321.9845
134,1.33,00:38:24:20:02,836.7225,1316.594,322.095
135,1.34,00:38:24:20:03,836.8095,1316.642,322.1825
136,1.35,00:38:24:21:00,836.9069999999999,1316.6870000000001,322.279
137,1.36,00:38:24:21:01,837.0305,1316.7105,322.3655
138,1.37,00:38:24:21:02,837.1419999999999,1316.749,322.46299999999997
139,1.38,00:38:24:21:03,837.2639999999999,1316.7785,322.5555
140,1.39,00:38:24:22:00,837.3715,1316.8285,322.6375
141,1.4,00:38:24:22:01,837.4855,1316.8765,322.7035
142,1.41,00:38:24:22:01,837.5889999999999,1316.9155,322.7745
143,1.42,00:38:24:22:02,837.701,1316.9589999999998,322.8445
144,1.43,00:38:24:22:03,837.808,1316.9825,322.93
145,1.44,00:38:24:23:00,837.951,1317.0105,323.0215
146,1.45,00:38:24:23:02,838.0905,1317.027,323.1
147,1.46,00:38:24:23:03,838.2189999999999,1317.0439999999999,323.194
148,1.47,00:38:24:24:00,838.34,1317.0875,323.2665
149,1.48,00:38:24:24:01,838.4455,1317.15,323.3675
150,1.49,00:38:24:24:02,838.5405,1317.2015,323.45599999999996
151,1.5,00:38:24:24:03,838.637,1317.2375,323.5745
152,1.51,00:38:25:00:00,838.637,1317.2375,323.5745
153,1.52,00:38:25:00:01,838.7365,1317.3095,323.6825
154,1.53,00:38:25:00:02,838.8455,1317.3625,323.78
155,1.54,00:38:25:00:03,838.9575,1317.4375,323.874
156,1.55,00:38:25:01:00,839.061,1317.5355,323.9615
157,1.56,00:38:25:01:01,839.176,1317.631,324.0645
158,1.57,00:38:25:01:02,839.275,1317.774,324.156
159,1.58,00:38:25:01:03,839.3560000000001,1317.9129999999998,324.2365
160,1.59,00:38:25:02:00,839.4215,1318.0665,324.3485
161,1.6,00:38:25:02:01,839.4730000000001,1318.219,324.453
162,1.61,00:38:25:02:02,839.546,1318.3745,324.566
163,1.62,00:38:25:02:03,839.6245,1318.5439999999999,324.7005
164,1.63,00:38:25:03:00,839.687,1318.746,324.82
165,1.64,00:38:25:03:01,839.7535,1318.9305,324.9455
166,1.65,00:38:25:03:02,839.8185,1319.124,325.0595
167,1.66,00:38:25:03:03,839.9,1319.3355,325.177
168,1.67,00:38:25:03:03,839.9855,1319.5345,325.2795
169,1.68,00:38:25:04:00,840.085,1319.7355,325.397
170,1.69,00:38:25:04:01,840.1815,1319.9460000000001,325.499
171,1.7,00:38:25:04:03,840.294,1320.156,325.62
172,1.71,00:38:25:05:00,840.3860000000001,1320.385,325.7315
173,1.72,00:38:25:05:01,840.4745,1320.5929999999998,325.8325
