Frame,Time,SMPTE,bar_right_foot_x,bar_right_foot_y,bar_right_foot_z
1,0.0,00:38:23:12:01,725.686,2.9848,-255.5658
2,0.01,00:38:23:12:02,725.6882,3.0113,-255.56799999999998
3,0.02,00:38:23:12:03,725.6812,3.0312,-255.5792
4,0.03,00:38:23:13:00,726.0312,3.1265,-255.582
5,0.04,00:38:23:13:01,726.3698,2.822,-255.8155
6,0.05,00:38:23:13:02,726.0788,2.9983,-255.708
7,0.06,00:38:23:13:03,726.0752,2.9753,-255.6865
8,0.07,00:38:23:14:00,726.0853,2.9467,-255.7002
9,0.08,00:38:23:14:01,726.091,2.9339999999999997,-255.7172
10,0.09,00:38:23:14:02,726.1039999999999,2.9189999999999996,-255.7528
11,0.1,00:38:23:14:03,726.112,2.9228,-255.77599999999998
12,0.11,00:38:23:15:00,726.1275,2.9287,-255.8085
13,0.12,00:38:23:15:01,726.1318,2.9533,-255.8482
14,0.13,00:38:23:15:02,726.1218,2.9745,-255.8862
15,0.14,00:38:23:15:03,726.1268,2.9867,-255.8895
16,0.15,00:38:23:16:00,726.1415,2.9895,-255.8792
17,0.16,00:38:23:16:01,726.1455,2.986,-255.8893
18,0.17,00:38:23:16:02,726.1602,2.9833,-255.89
19,0.18,00:38:23:16:03,726.1692,2.9730000000000003,-255.9105
20,0.19,00:38:23:17:00,726.1755,2.9827,-255.9282
21,0.2,00:38:23:17:01,726.1838,2.987,-255.935
22,0.21,00:38:23:17:02,726.1898,2.9922,-255.9485
23,0.22,00:38:23:17:03,726.1905,2.998,-255.949
24,0.23,00:38:23:18:00,726.2002,2.9955,-255.9585
25,0.24,00:38:23:18:01,726.2002,2.9805,-255.9675
26,0.25,00:38:23:18:02,726.2027,2.9735,-255.9672
27,0.26,00:38:23:18:03,726.2027,2.9735,-255.9672
28,0.27,00:38:23:19:00,726.2092,2.9523,-255.968
29,0.28,00:38:23:19:01,726.2195,2.9315,-255.9712
30,0.29,00:38:23:19:02,726.2238,2.9287,-255.9815
31,0.3,00:38:23:19:03,726.2175,2.9327,-255.979
32,0.31,00:38:23:20:00,726.2239999999999,2.95,-255.9882
33,0.32,00:38:23:20:01,726.2272,2.9697,-255.9928
34,0.33,00:38:23:20:02,726.2328,2.9927,-256.0025
35,0.34,00:38:23:20:03,726.2388,3.0015,-255.9978
36,0.35,00:38:23:21:00,726.2417,3.0052,-255.9995
37,0.36,00:38:23:21:01,726.2330000000001,2.9987,-256.0012
38,0.37,00:38:23:21:02,726.2517,2.9715,-256.002
39,0.38,00:38:23:21:03,726.253,2.9478,-256.0178
40,0.39,00:38:23:22:00,726.262,2.9213,-256.0282
41,0.4,00:38:23:22:01,726.2602,2.9210000000000003,-256.0362
42,0.41,00:38:23:22:02,726.2478,2.9158,-256.0328
43,0.42,00:38:23:22:03,726.2332,2.937,-256.0238
44,0.43,00:38:23:23:00,726.2335,2.951,-256.0335
45,0.44,00:38:23:23:01,726.2312,2.9632,-256.0327
46,0.45,00:38:23:23:02,726.2412,2.9695,-256.0455
47,0.46,00:38:23:23:03,726.2455,2.9692,-256.034
48,0.47,00:38:23:24:00,726.2498,2.96,-256.0312
49,0.48,00:38:23:24:01,726.2522,2.9543,-256.0202
50,0.49,00:38:23:24:02,726.2415,2.9488,-255.998
51,0.5,00:38:23:24:03,726.2402,2.9530000000000003,-255.9845
52,0.51,00:38:24:00:00,726.2402,2.9530000000000003,-255.9845
53,0.52,00:38:24:00:01,726.2278,2.9673,-255.9745
54,0.53,00:38:24:00:02,726.2152,2.9653,-255.965
55,0.54,00:38:24:00:03,726.2055,2.9815,-255.9518
56,0.55,00:38:24:01:00,726.1985,2.9735,-255.9342
57,0.56,00:38:24:01:01,726.1992,2.9518,-255.9198
58,0.57,00:38:24:01:02,726.2075,2.9358,-255.90400000000002
59,0.58,00:38:24:01:03,726.2202,2.9182,-255.8992
60,0.59,00:38:24:02:00,726.24,2.9155,-255.9152
61,0.6,00:38:24:02:01,726.2472,2.8965,-255.918
62,0.61,00:38:24:02:02,726.2568,2.9095,-255.929
63,0.62,00:38:24:02:03,726.2645,2.9139999999999997,-255.9185
64,0.63,00:38:24:03:00,726.2665,2.9192,-255.9118
65,0.64,00:38:24:03:01,726.2832,2.9025,-255.93099999999998
66,0.65,00:38:24:03:02,726.2802,2.8915,-255.955
67,0.66,00:38:24:03:03,726.293,2.8948,-256.0112
68,0.67,00:38:24:04:00,726.315,2.8725,-256.0882
69,0.68,00:38:24:04:01,726.3475,2.8542,-256.13599999999997
70,0.69,00:38:24:04:02,726.367,2.8388,-256.1758
71,0.7,00:38:24:04:03,726.388,2.8169999999999997,-256.2048
72,0.71,00:38:24:05:00,726.4069999999999,2.8005,-256.248
73,0.72,00:38:24:05:01,726.4335,2.7955,-256.2928
74,0.73,00:38:24:05:02,726.455,2.8018,-256.342
75,0.74,00:38:24:05:03,726.4575,2.8073,-256.379
76,0.75,00:38:24:06:00,726.4455,2.8185,-256.3945
77,0.76,00:38:24:06:01,726.4455,2.8185,-256.3945
78,0.77,00:38:24:06:02,726.4255,2.8285,-256.3855
79,0.78,00:38:24:06:03,726.3975,2.842,-256.3335
80,0.79,00:38:24:07:00,726.3675,2.8569999999999998,-256.26599999999996
81,0.8,00:38:24:07:01,726.3298,2.8777,-256.1795
82,0.81,00:38:24:07:02,726.3055,2.887,-256.10400000000004
83,0.82,00:38:24:07:03,726.2665,2.897,-256.0295
84,0.83,00:38:24:08:00,726.242,2.9025,-255.9638
85,0.84,00:38:24:08:01,726.207,2.9048,-255.9048
86,0.85,00:38:24:08:02,726.1618,2.9128,-255.8305
87,0.86,00:38:24:08:03,726.1205,2.9172,-255.7568
88,0.87,00:38:24:09:00,726.0822,2.9382,-255.6725
89,0.88,00:38:24:09:01,726.0452,2.9560000000000004,-255.5898
90,0.89,00:38:24:09:02,726.0155,2.9763,-255.5008
91,0.9,00:38:24:09:03,725.9992,3.0007,-255.4188
92,0.91,00:38:24:10:00,725.9815,3.0178,-255.342
93,0.92,00:38:24:10:01,725.9725,3.0265,-255.2838
94,0.93,00:38:24:10:02,725.9692,3.032,-255.2415
95,0.94,00:38:24:10:03,725.9642,3.0268,-255.2212
96,0.95,00:38:24:11:00,725.952,3.0472,-255.1988
97,0.96,00:38:24:11:01,725.9495,3.0460000000000003,-255.19400000000002
98,0.97,00:38:24:11:02,725.9422,3.0605,-255.1795
99,0.98,00:38:24:11:03,725.9362,3.062,-255.1465
100,0.99,00:38:24:12:00,725.9272,3.068,-255.1148
101,1.0,00:38:24:12:01,725.9168,3.054,-255.06599999999997
102,1.01,00:38:24:12:02,725.9168,3.054,-255.06599999999997
103,1.02,00:38:24:12:03,725.9058,3.0508,-255.0287
104,1.03,00:38:24:13:00,725.9022,3.0595,-255.015
105,1.04,00:38:24:13:01,725.9015,3.0582,-255.00400000000002
106,1.05,00:38:24:13:02,725.8910000000001,3.0625,-254.985
107,1.06,00:38:24:13:03,725.8962,3.0713,-254.9833
108,1.07,00:38:24:14:00,725.8857,3.075,-254.972
109,1.08,00:38:24:14:01,725.8655,3.1235,-255.0382
110,1.09,00:38:24:14:02,725.8352,3.137,-255.1052
111,1.1,00:38:24:14:03,725.8448,3.1505,-255.0528
112,1.11,00:38:24:15:00,725.8582,3.156,-255.05700000000002
113,1.12,00:38:24:15:01,725.8582,3.1448,-255.0742
114,1.13,00:38:24:15:02,725.8678,3.1368,-255.0838
115,1.14,00:38:24:15:03,725.8675,3.1172,-255.1028
116,1.15,00:38:24:16:00,725.8692,3.1125,-255.1175
117,1.16,00:38:24:16:00,725.8660000000001,3.1362,-255.1702
118,1.17,00:38:24:16:01,725.8467,3.1383,-255.2165
119,1.18,00:38:24:16:02,725.8580000000001,3.1515,-255.1992
120,1.19,00:38:24:16:03,725.8658,3.156,-255.2152
121,1.2,00:38:24:17:00,725.8198,3.1698,-255.2798
122,1.21,00:38:24:17:01,725.8405,3.1722,-255.2847
123,1.22,00:38:24:17:02,725.8497,3.1658,-255.304
124,1.23,00:38:24:18:00,725.829,3.115,-255.3532
125,1.24,00:38:24:18:01,725.9178,3.1265,-255.3078
126,1.25,00:38:24:18:02,725.9352,3.1317,-255.3718
127,1.26,00:38:24:18:03,725.9352,3.1317,-255.3718
128,1.27,00:38:24:19:00,725.924,3.1365,-255.4215
129,1.28,00:38:24:19:01,725.9398,3.1542,-255.4192
130,1.29,00:38:24:19:02,725.9508,3.1660000000000004,-255.4442
131,1.3,00:38:24:19:03,725.9565,3.1693,-255.4582
132,1.31,00:38:24:20:00,725.9613,3.1678,-255.4665
133,1.32,00:38:24:20:01,725.971,3.1510000000000002,-255.482
134,1.33,00:38:24:20:02,725.9778,3.1255,-255.5075
135,1.34,00:38:24:20:03,725.9932,3.114,-255.5092
136,1.35,00:38:24:21:00,725.9939999999999,3.1073,-255.5242
137,1.36,00:38:24:21:01,726.0055,3.1039999999999996,-255.551
138,1.37,00:38:24:21:02,725.9948,3.1235,-255.571
139,1.38,00:38:24:21:03,725.9935,3.1365,-255.5768
140,1.39,00:38:24:22:00,725.9878,3.1582,-255.5862
141,1.4,00:38:24:22:01,725.9928,3.1758,-255.6042
142,1.41,00:38:24:22:01,725.9988,3.1873,-255.6355
143,1.42,00:38:24:22:02,725.998,3.1889999999999996,-255.66299999999998
144,1.43,00:38:24:22:03,726.0178,3.1689999999999996,-255.6642
145,1.44,00:38:24:23:00,726.0372,3.1562,-255.6878
146,1.45,00:38:24:23:02,726.0448,3.135,-255.7145
147,1.46,00:38:24:23:03,726.0527,3.1310000000000002,-255.7408
148,1.47,00:38:24:24:00,726.059,3.14,-255.7682
149,1.48,00:38:24:24:01,726.0695,3.1485,-255.7865
150,1.49,00:38:24:24:02,726.081,3.155,-255.8118
151,1.5,00:38:24:24:03,726.0838,3.1605,-255.8238
152,1.51,00:38:25:00:00,726.0838,3.1605,-255.8238
153,1.52,00:38:25:00:01,726.0978,3.1547,-255.8398
154,1.53,00:38:25:00:02,726.1095,3.1682,-255.88299999999998
155,1.54,00:38:25:00:03,726.1139999999999,3.1682,-255.9005
