Frame,Time,SMPTE,bar_right_shoulder_x,bar_right_shoulder_y,bar_right_shoulder_z
1,0.0,00:38:23:12:01,779.245,1366.256,-279.44599999999997
2,0.01,00:38:23:12:02,779.2660000000001,1366.469,-279.654
3,0.02,00:38:23:12:03,779.285,1366.641,-279.842
4,0.03,00:38:23:13:00,779.3389999999999,1366.779,-279.975
5,0.04,00:38:23:13:01,779.382,1367.3329999999999,-280.027
6,0.05,00:38:23:13:02,779.451,1367.5320000000002,-280.099
7,0.06,00:38:23:13:03,779.487,1367.6689999999999,-280.112
8,0.07,00:38:23:14:00,779.5319999999999,1367.781,-280.113
9,0.08,00:38:23:14:01,779.6,1367.848,-280.095
10,0.09,00:38:23:14:02,779.694,1367.8929999999998,-280.041
11,0.1,00:38:23:14:03,779.783,1367.9289999999999,-279.988
12,0.11,00:38:23:15:00,779.882,1367.9470000000001,-279.905
13,0.12,00:38:23:15:01,780.0189999999999,1367.961,-279.815
14,0.13,00:38:23:15:02,780.143,1367.994,-279.70799999999997
15,0.14,00:38:23:15:03,780.2760000000001,1368.017,-279.579
16,0.15,00:38:23:16:00,780.427,1368.047,-279.47
17,0.16,00:38:23:16:01,780.569,1368.0720000000001,-279.355
18,0.17,00:38:23:16:02,780.694,1368.0479999999998,-279.283
19,0.18,00:38:23:16:03,780.806,1368.033,-279.204
20,0.19,00:38:23:17:00,780.918,1368.033,-279.178
21,0.2,00:38:23:17:01,780.997,1368.023,-279.123
22,0.21,00:38:23:17:02,781.069,1368.0220000000002,-279.106
23,0.22,00:38:23:17:03,781.16,1368.006,-279.089
24,0.23,00:38:23:18:00,781.2339999999999,1368.001,-279.07099999999997
25,0.24,00:38:23:18:01,781.313,1367.981,-279.078
26,0.25,00:38:23:18:02,781.3989999999999,1367.951,-279.07599999999996
27,0.26,00:38:23:18:03,781.3989999999999,1367.951,-279.07599999999996
28,0.27,00:38:23:19:00,781.515,1367.9029999999998,-279.079
29,0.28,00:38:23:19:01,781.6260000000001,1367.858,-279.091
30,0.29,00:38:23:19:02,781.765,1367.817,-279.1
31,0.3,00:38:23:19:03,781.903,1367.7839999999999,-279.079
32,0.31,00:38:23:20:00,782.025,1367.7420000000002,-279.103
33,0.32,00:38:23:20:01,782.164,1367.715,-279.079
34,0.33,00:38:23:20:02,782.268,1367.704,-279.07099999999997
35,0.34,00:38:23:20:03,782.377,1367.684,-279.043
36,0.35,00:38:23:21:00,782.46,1367.671,-279.026
37,0.36,00:38:23:21:01,782.529,1367.636,-279.0
38,0.37,00:38:23:21:02,782.577,1367.599,-278.96
39,0.38,00:38:23:21:03,782.6060000000001,1367.569,-278.932
40,0.39,00:38:23:22:00,782.668,1367.537,-278.872
41,0.4,00:38:23:22:01,782.72,1367.52,-278.778
42,0.41,00:38:23:22:02,782.7810000000001,1367.535,-278.705
43,0.42,00:38:23:22:03,782.813,1367.557,-278.598
44,0.43,00:38:23:23:00,782.835,1367.585,-278.481
45,0.44,00:38:23:23:01,782.862,1367.634,-278.348
46,0.45,00:38:23:23:02,782.86,1367.69,-278.212
47,0.46,00:38:23:23:03,782.855,1367.717,-278.085
48,0.47,00:38:23:24:00,782.84,1367.729,-277.95599999999996
49,0.48,00:38:23:24:01,782.817,1367.734,-277.839
50,0.49,00:38:23:24:02,782.7639999999999,1367.7420000000002,-277.715
51,0.5,00:38:23:24:03,782.743,1367.754,-277.612
52,0.51,00:38:24:00:00,782.743,1367.754,-277.612
53,0.52,00:38:24:00:01,782.72,1367.7779999999998,-277.48900000000003
54,0.53,00:38:24:00:02,782.697,1367.7479999999998,-277.401
55,0.54,00:38:24:00:03,782.6610000000001,1367.747,-277.30400000000003
56,0.55,00:38:24:01:00,782.6669999999999,1367.721,-277.187
57,0.56,00:38:24:01:01,782.6669999999999,1367.693,-277.092
58,0.57,00:38:24:01:02,782.673,1367.674,-276.975
59,0.58,00:38:24:01:03,782.6310000000001,1367.6570000000002,-276.82599999999996
60,0.59,00:38:24:02:00,782.63,1367.614,-276.705
61,0.6,00:38:24:02:01,782.61,1367.6070000000002,-276.582
62,0.61,00:38:24:02:02,782.561,1367.594,-276.445
63,0.62,00:38:24:02:03,782.534,1367.5929999999998,-276.293
64,0.63,00:38:24:03:00,782.523,1367.615,-276.143
65,0.64,00:38:24:03:01,782.512,1367.589,-275.944
66,0.65,00:38:24:03:02,782.5210000000001,1367.586,-275.74
67,0.66,00:38:24:03:03,782.53,1367.625,-275.519
68,0.67,00:38:24:04:00,782.555,1367.648,-275.257
69,0.68,00:38:24:04:01,782.5880000000001,1367.654,-274.987
70,0.69,00:38:24:04:02,782.633,1367.6770000000001,-274.644
71,0.7,00:38:24:04:03,782.679,1367.693,-274.306
72,0.71,00:38:24:05:00,782.702,1367.6979999999999,-273.913
73,0.72,00:38:24:05:01,782.7180000000001,1367.7120000000002,-273.527
74,0.73,00:38:24:05:02,782.7389999999999,1367.72,-273.116
75,0.74,00:38:24:05:03,782.802,1367.746,-272.67
76,0.75,00:38:24:06:00,782.8489999999999,1367.753,-272.168
77,0.76,00:38:24:06:01,782.8489999999999,1367.753,-272.168
78,0.77,00:38:24:06:02,782.945,1367.743,-271.658
79,0.78,00:38:24:06:03,782.977,1367.7220000000002,-271.10900000000004
80,0.79,00:38:24:07:00,783.053,1367.7279999999998,-270.524
81,0.8,00:38:24:07:01,783.137,1367.6760000000002,-269.89
82,0.81,00:38:24:07:02,783.2510000000001,1367.658,-269.203
83,0.82,00:38:24:07:03,783.342,1367.618,-268.575
84,0.83,00:38:24:08:00,783.4019999999999,1367.57,-267.932
85,0.84,00:38:24:08:01,783.5,1367.494,-267.282
86,0.85,00:38:24:08:02,783.6289999999999,1367.396,-266.591
87,0.86,00:38:24:08:03,783.705,1367.335,-265.988
88,0.87,00:38:24:09:00,783.7719999999999,1367.264,-265.38599999999997
89,0.88,00:38:24:09:01,783.8589999999999,1367.174,-264.709
90,0.89,00:38:24:09:02,783.926,1367.088,-264.04
91,0.9,00:38:24:09:03,784.0060000000001,1366.98,-263.395
92,0.91,00:38:24:10:00,784.0310000000001,1366.89,-262.795
93,0.92,00:38:24:10:01,784.143,1366.8220000000001,-262.129
94,0.93,00:38:24:10:02,784.2289999999999,1366.771,-261.496
95,0.94,00:38:24:10:03,784.334,1366.725,-260.897
96,0.95,00:38:24:11:00,784.453,1366.651,-260.306
97,0.96,00:38:24:11:01,784.57,1366.634,-259.682
98,0.97,00:38:24:11:02,784.737,1366.557,-259.06
99,0.98,00:38:24:11:03,784.89,1366.511,-258.48900000000003
100,0.99,00:38:24:12:00,785.0210000000001,1366.46,-257.932
101,1.0,00:38:24:12:01,785.1469999999999,1366.418,-257.33799999999997
102,1.01,00:38:24:12:02,785.1469999999999,1366.418,-257.33799999999997
103,1.02,00:38:24:12:03,785.317,1366.398,-256.776
104,1.03,00:38:24:13:00,785.475,1366.3529999999998,-256.279
105,1.04,00:38:24:13:01,785.6289999999999,1366.3020000000001,-255.795
106,1.05,00:38:24:13:02,785.823,1366.2579999999998,-255.31599999999997
107,1.06,00:38:24:13:03,786.1669999999999,1365.9589999999998,-254.87099999999998
108,1.07,00:38:24:14:00,786.373,1365.934,-254.445
109,1.08,00:38:24:14:01,786.582,1365.922,-254.00900000000001
110,1.09,00:38:24:14:02,786.812,1365.9089999999999,-253.648
111,1.1,00:38:24:14:03,787.039,1365.906,-253.25599999999997
112,1.11,00:38:24:15:00,787.29,1365.8729999999998,-252.878
113,1.12,00:38:24:15:01,787.5260000000001,1365.865,-252.47799999999998
114,1.13,00:38:24:15:02,787.7639999999999,1365.864,-252.12900000000002
115,1.14,00:38:24:15:03,788.007,1365.8629999999998,-251.815
116,1.15,00:38:24:16:00,788.2710000000001,1365.878,-251.558
117,1.16,00:38:24:16:00,788.518,1365.8770000000002,-251.271
118,1.17,00:38:24:16:01,788.7710000000001,1365.8870000000002,-250.981
119,1.18,00:38:24:16:02,789.0,1365.944,-250.74099999999999
120,1.19,00:38:24:16:03,789.2280000000001,1365.9479999999999,-250.486
121,1.2,00:38:24:17:00,789.415,1365.97,-250.278
122,1.21,00:38:24:17:01,789.633,1365.985,-250.081
123,1.22,00:38:24:17:02,789.8860000000001,1365.973,-249.918
124,1.23,00:38:24:18:00,790.1239999999999,1365.9579999999999,-249.787
125,1.24,00:38:24:18:01,790.378,1365.9470000000001,-249.606
126,1.25,00:38:24:18:02,790.6619999999999,1365.932,-249.43599999999998
127,1.26,00:38:24:18:03,790.6619999999999,1365.932,-249.43599999999998
128,1.27,00:38:24:19:00,790.9060000000001,1365.97,-249.25599999999997
129,1.28,00:38:24:19:01,791.175,1366.0120000000002,-249.09799999999998
130,1.29,00:38:24:19:02,791.414,1366.0410000000002,-248.97400000000002
131,1.3,00:38:24:19:03,791.679,1366.0829999999999,-248.83700000000002
132,1.31,00:38:24:20:00,791.949,1366.094,-248.75400000000002
133,1.32,00:38:24:20:01,792.2389999999999,1366.112,-248.635
134,1.33,00:38:24:20:02,792.529,1366.116,-248.55200000000002
135,1.34,00:38:24:20:03,792.8330000000001,1366.155,-248.46099999999998
136,1.35,00:38:24:21:00,793.153,1366.194,-248.368
137,1.36,00:38:24:21:01,793.4680000000001,1366.254,-248.28799999999998
138,1.37,00:38:24:21:02,793.7719999999999,1366.3229999999999,-248.21599999999998
139,1.38,00:38:24:21:03,794.1089999999999,1366.389,-248.138
140,1.39,00:38:24:22:00,794.424,1366.4479999999999,-248.095
141,1.4,00:38:24:22:01,794.807,1366.526,-248.053
142,1.41,00:38:24:22:01,795.1519999999999,1366.5729999999999,-247.993
143,1.42,00:38:24:22:02,795.492,1366.626,-247.942
144,1.43,00:38:24:22:03,795.841,1366.6470000000002,-247.894
145,1.44,00:38:24:23:00,796.2080000000001,1366.675,-247.86700000000002
146,1.45,00:38:24:23:02,796.579,1366.7060000000001,-247.81
147,1.46,00:38:24:23:03,796.952,1366.71,-247.753
148,1.47,00:38:24:24:00,797.334,1366.753,-247.65099999999998
149,1.48,00:38:24:24:01,797.696,1366.8020000000001,-247.567
150,1.49,00:38:24:24:02,798.058,1366.861,-247.51
151,1.5,00:38:24:24:03,798.39,1366.94,-247.429
152,1.51,00:38:25:00:00,798.39,1366.94,-247.429
153,1.52,00:38:25:00:01,798.7460000000001,1366.99,-247.37599999999998
154,1.53,00:38:25:00:02,799.085,1367.03,-247.30700000000002
155,1.54,00:38:25:00:03,799.421,1367.058,-247.243
156,1.55,00:38:25:01:00,799.785,1367.089,-247.13400000000001
157,1.56,00:38:25:01:01,800.0989999999999,1367.1370000000002,-247.00400000000002
158,1.57,00:38:25:01:02,800.4110000000001,1367.233,-246.862
159,1.58,00:38:25:01:03,800.705,1367.276,-246.745
160,1.59,00:38:25:02:00,800.957,1367.3629999999998,-246.635
161,1.6,00:38:25:02:01,801.196,1367.4279999999999,-246.52700000000002
162,1.61,00:38:25:02:02,801.446,1367.487,-246.408
163,1.62,00:38:25:02:03,801.67,1367.5410000000002,-246.27700000000002
164,1.63,00:38:25:03:00,801.898,1367.5829999999999,-246.167
165,1.64,00:38:25:03:01,802.148,1367.6270000000002,-246.013
166,1.65,00:38:25:03:02,802.3610000000001,1367.66,-245.84599999999998
167,1.66,00:38:25:03:03,802.6,1367.7160000000001,-245.69099999999997
168,1.67,00:38:25:03:03,802.812,1367.777,-245.53900000000002
169,1.68,00:38:25:04:00,803.047,1367.819,-245.415
170,1.69,00:38:25:04:01,803.2389999999999,1367.861,-245.27900000000002
171,1.7,00:38:25:04:03,803.4680000000001,1367.898,-245.17700000000002
172,1.71,00:38:25:05:00,803.658,1367.921,-245.012
173,1.72,00:38:25:05:01,803.836,1367.963,-244.88299999999998
174,1.73,00:38:25:05:02,804.057,1367.989,-244.74599999999998
175,1.74,00:38:25:05:03,804.2660000000001,1368.015,-244.601
176,1.75,00:38:25:06:00,804.4639999999999,1368.0439999999999,-244.454
