Frame,Time,SMPTE,bar_left_wrist_x,bar_left_wrist_y,bar_left_wrist_z
1,0.0,00:38:23:12:01,836.7125,1347.547,511.05199999999996
2,0.01,00:38:23:12:02,836.823,1347.4815,510.6595
3,0.02,00:38:23:12:03,836.956,1347.5275,510.2985
4,0.03,00:38:23:13:00,836.9895,1348.066,511.156
5,0.04,00:38:23:13:01,836.9975,1348.2,509.999
6,0.05,00:38:23:13:02,837.0795,1348.8475,509.5415
7,0.06,00:38:23:13:03,836.86,1349.491,509.70599999999996
8,0.07,00:38:23:14:00,836.8825,1350.2305,509.5215
9,0.08,00:38:23:14:01,837.403,1350.955,508.705
10,0.09,00:38:23:14:02,837.5735,1351.773,508.4595
11,0.1,00:38:23:14:03,837.7145,1352.6745,508.22
12,0.11,00:38:23:15:00,837.812,1353.6665,508.0425
13,0.12,00:38:23:15:01,837.951,1354.6015,507.9455
14,0.13,00:38:23:15:02,838.0535,1355.6235,507.7475
15,0.14,00:38:23:15:03,838.181,1356.5179999999998,507.7285
16,0.15,00:38:23:16:00,838.2230000000001,1357.5215,507.5375
17,0.16,00:38:23:16:01,838.4839999999999,1358.165,507.408
18,0.17,00:38:23:16:02,838.5975,1358.993,507.2545
19,0.18,00:38:23:16:03,838.693,1359.7265,507.1475
20,0.19,00:38:23:17:00,838.7385,1360.3815,507.1495
21,0.2,00:38:23:17:01,838.8115,1360.969,507.1285
22,0.21,00:38:23:17:02,838.8385,1361.4660000000001,507.0745
23,0.22,00:38:23:17:03,838.8955,1361.8905,507.0675
24,0.23,00:38:23:18:00,838.961,1362.24,507.0585
25,0.24,00:38:23:18:01,839.052,1362.4695,507.034
26,0.25,00:38:23:18:02,839.135,1362.5935,507.0235
27,0.26,00:38:23:18:03,839.135,1362.5935,507.0235
28,0.27,00:38:23:19:00,839.2539999999999,1362.6165,507.0415
29,0.28,00:38:23:19:01,839.3875,1362.5645,507.07199999999995
30,0.29,00:38:23:19:02,839.5465,1362.4665,507.08
31,0.3,00:38:23:19:03,839.7139999999999,1362.3220000000001,507.1265
32,0.31,00:38:23:20:00,839.919,1362.1285,507.17400000000004
33,0.32,00:38:23:20:01,840.117,1361.892,507.25300000000004
34,0.33,00:38:23:20:02,840.3389999999999,1361.5620000000001,507.369
35,0.34,00:38:23:20:03,840.5565,1361.24,507.49
36,0.35,00:38:23:21:00,840.8025,1360.8895,507.5835
37,0.36,00:38:23:21:01,841.075,1360.5439999999999,507.65
38,0.37,00:38:23:21:02,841.3635,1360.1485,507.6925
39,0.38,00:38:23:21:03,841.6905,1359.779,507.7555
40,0.39,00:38:23:22:00,842.0575,1359.386,507.83099999999996
41,0.4,00:38:23:22:01,842.426,1359.0325,507.9595
42,0.41,00:38:23:22:02,842.7589999999999,1358.7585,508.04400000000004
43,0.42,00:38:23:22:03,843.102,1358.485,508.148
44,0.43,00:38:23:23:00,843.457,1358.2820000000002,508.2375
45,0.44,00:38:23:23:01,843.707,1358.2089999999998,508.3835
46,0.45,00:38:23:23:02,844.076,1358.035,508.4625
47,0.46,00:38:23:23:03,844.4535,1357.86,508.5845
48,0.47,00:38:23:24:00,844.8565,1357.6755,508.6265
49,0.48,00:38:23:24:01,845.2345,1357.4995,508.7195
50,0.49,00:38:23:24:02,845.6275,1357.325,508.8215
51,0.5,00:38:23:24:03,846.0360000000001,1357.192,508.835
52,0.51,00:38:24:00:00,846.0360000000001,1357.192,508.835
53,0.52,00:38:24:00:01,846.421,1357.0735,508.88599999999997
54,0.53,00:38:24:00:02,846.817,1357.027,508.892
55,0.54,00:38:24:00:03,847.2645,1356.855,509.1225
56,0.55,00:38:24:01:00,847.6695,1356.8110000000001,509.166
57,0.56,00:38:24:01:01,848.0885,1356.721,509.1925
58,0.57,00:38:24:01:02,848.5219999999999,1356.6625,509.2675
59,0.58,00:38:24:01:03,848.9169999999999,1356.6085,509.296
60,0.59,00:38:24:02:00,849.435,1356.4205,509.26300000000003
61,0.6,00:38:24:02:01,849.824,1356.3575,509.3525
62,0.61,00:38:24:02:02,850.227,1356.319,509.4375
63,0.62,00:38:24:02:03,850.5945,1356.2625,509.5505
64,0.63,00:38:24:03:00,850.9665,1356.2155,509.6415
65,0.64,00:38:24:03:01,851.3525,1356.1465,509.779
66,0.65,00:38:24:03:02,851.732,1355.9925,509.8395
67,0.66,00:38:24:03:03,852.1165,1355.8425,510.01800000000003
68,0.67,00:38:24:04:00,852.485,1355.6675,510.218
69,0.68,00:38:24:04:01,852.836,1355.471,510.491
70,0.69,00:38:24:04:02,853.2135,1355.2965,510.8385
71,0.7,00:38:24:04:03,853.573,1355.1525,511.1945
72,0.71,00:38:24:05:00,853.9445,1355.0320000000002,511.592
73,0.72,00:38:24:05:01,854.3165,1354.879,511.961
74,0.73,00:38:24:05:02,854.7415,1354.7075,512.3035
75,0.74,00:38:24:05:03,855.1765,1354.5479999999998,512.711
76,0.75,00:38:24:06:00,855.6185,1354.432,513.1005
77,0.76,00:38:24:06:01,855.6185,1354.432,513.1005
78,0.77,00:38:24:06:02,856.0675,1354.3315,513.5675
79,0.78,00:38:24:06:03,856.561,1354.2585,514.1095
80,0.79,00:38:24:07:00,857.0295,1354.2155,514.6105
81,0.8,00:38:24:07:01,857.4960000000001,1354.185,515.2085
82,0.81,00:38:24:07:02,857.9810000000001,1354.141,515.804
83,0.82,00:38:24:07:03,858.4425,1354.1285,516.4405
84,0.83,00:38:24:08:00,858.9465,1354.1005,517.001
85,0.84,00:38:24:08:01,859.4535,1354.0295,517.5315
86,0.85,00:38:24:08:02,859.9585,1353.9445,518.1135
87,0.86,00:38:24:08:03,860.4839999999999,1353.8645,518.7265
88,0.87,00:38:24:09:00,861.0035,1353.8025,519.3115
89,0.88,00:38:24:09:01,861.512,1353.733,519.924
90,0.89,00:38:24:09:02,861.975,1353.68,520.545
91,0.9,00:38:24:09:03,862.4395,1353.6055,521.2080000000001
92,0.91,00:38:24:10:00,862.8925,1353.5215,521.8245
93,0.92,00:38:24:10:01,863.3305,1353.4285,522.488
94,0.93,00:38:24:10:02,863.7575,1353.365,523.0505
95,0.94,00:38:24:10:03,864.1775,1353.3120000000001,523.6175
