Frame,Time,SMPTE,bar_right_ankle_x,bar_right_ankle_y,bar_right_ankle_z
1,0.0,00:38:23:12:01,814.7080000000001,83.315,-276.01099999999997
2,0.01,00:38:23:12:02,814.7489999999999,83.314,-275.98400000000004
3,0.02,00:38:23:12:03,814.823,83.335,-275.97700000000003
4,0.03,00:38:23:13:00,814.435,83.462,-275.936
5,0.04,00:38:23:13:01,814.063,83.572,-276.268
6,0.05,00:38:23:13:02,814.0830000000001,83.566,-276.29
7,0.06,00:38:23:13:03,814.0930000000001,83.564,-276.336
8,0.07,00:38:23:14:00,814.125,83.579,-276.36400000000003
9,0.08,00:38:23:14:01,814.183,83.568,-276.408
10,0.09,00:38:23:14:02,814.2139999999999,83.566,-276.433
11,0.1,00:38:23:14:03,814.2810000000001,83.56299999999999,-276.475
12,0.11,00:38:23:15:00,814.34,83.57,-276.485
13,0.12,00:38:23:15:01,814.3839999999999,83.57,-276.53700000000003
14,0.13,00:38:23:15:02,814.3889999999999,83.595,-276.577
15,0.14,00:38:23:15:03,814.3960000000001,83.585,-276.593
16,0.15,00:38:23:16:00,814.423,83.586,-276.637
17,0.16,00:38:23:16:01,814.434,83.571,-276.671
18,0.17,00:38:23:16:02,814.39,83.544,-276.712
19,0.18,00:38:23:16:03,814.424,83.515,-276.756
20,0.19,00:38:23:17:00,814.44,83.492,-276.796
21,0.2,00:38:23:17:01,814.443,83.51,-276.843
22,0.21,00:38:23:17:02,814.4689999999999,83.491,-276.873
23,0.22,00:38:23:17:03,814.4760000000001,83.48100000000001,-276.9
24,0.23,00:38:23:18:00,814.465,83.485,-276.92
25,0.24,00:38:23:18:01,814.46,83.47,-276.954
26,0.25,00:38:23:18:02,814.467,83.461,-276.988
27,0.26,00:38:23:18:03,814.467,83.461,-276.988
28,0.27,00:38:23:19:00,814.445,83.44,-277.032
29,0.28,00:38:23:19:01,814.456,83.412,-277.07099999999997
30,0.29,00:38:23:19:02,814.436,83.4,-277.101
31,0.3,00:38:23:19:03,814.459,83.387,-277.133
32,0.31,00:38:23:20:00,814.4760000000001,83.376,-277.16900000000004
33,0.32,00:38:23:20:01,814.493,83.374,-277.189
34,0.33,00:38:23:20:02,814.5089999999999,83.374,-277.254
35,0.34,00:38:23:20:03,814.5189999999999,83.366,-277.275
36,0.35,00:38:23:21:00,814.5239999999999,83.369,-277.298
37,0.36,00:38:23:21:01,814.4989999999999,83.35799999999999,-277.325
38,0.37,00:38:23:21:02,814.515,83.34100000000001,-277.345
39,0.38,00:38:23:21:03,814.5060000000001,83.336,-277.394
40,0.39,00:38:23:22:00,814.5139999999999,83.331,-277.41700000000003
41,0.4,00:38:23:22:01,814.4960000000001,83.32,-277.436
42,0.41,00:38:23:22:02,814.477,83.318,-277.433
43,0.42,00:38:23:22:03,814.446,83.29799999999999,-277.44
44,0.43,00:38:23:23:00,814.422,83.29299999999999,-277.471
45,0.44,00:38:23:23:01,814.4019999999999,83.304,-277.492
46,0.45,00:38:23:23:02,814.422,83.306,-277.526
47,0.46,00:38:23:23:03,814.416,83.291,-277.532
48,0.47,00:38:23:24:00,814.3810000000001,83.29,-277.546
49,0.48,00:38:23:24:01,814.3739999999999,83.28399999999999,-277.556
50,0.49,00:38:23:24:02,814.373,83.288,-277.552
51,0.5,00:38:23:24:03,814.3739999999999,83.286,-277.531
52,0.51,00:38:24:00:00,814.3739999999999,83.286,-277.531
53,0.52,00:38:24:00:01,814.3489999999999,83.296,-277.485
54,0.53,00:38:24:00:02,814.303,83.30799999999999,-277.445
55,0.54,00:38:24:00:03,814.298,83.305,-277.403
56,0.55,00:38:24:01:00,814.258,83.318,-277.368
57,0.56,00:38:24:01:01,814.215,83.304,-277.35900000000004
58,0.57,00:38:24:01:02,814.2389999999999,83.294,-277.368
59,0.58,00:38:24:01:03,814.232,83.286,-277.397
60,0.59,00:38:24:02:00,814.2130000000001,83.273,-277.435
61,0.6,00:38:24:02:01,814.211,83.25200000000001,-277.487
62,0.61,00:38:24:02:02,814.1669999999999,83.256,-277.54400000000004
63,0.62,00:38:24:02:03,814.1439999999999,83.24,-277.612
64,0.63,00:38:24:03:00,814.09,83.22200000000001,-277.66
65,0.64,00:38:24:03:01,814.07,83.198,-277.742
