Frame,Time,SMPTE,bar_left_hip_x,bar_left_hip_y,bar_left_hip_z
1,0.0,00:38:23:12:01,750.2225,949.617,-17.28
2,0.01,00:38:23:12:02,750.375,949.68,-17.215999999999998
3,0.02,00:38:23:12:03,750.52,949.7255,-17.1675
4,0.03,00:38:23:13:00,750.4035,949.841,-16.4485
5,0.04,00:38:23:13:01,750.427,949.9425,-16.1995
6,0.05,00:38:23:13:02,750.6495,949.8969999999999,-16.3985
7,0.06,00:38:23:13:03,750.8635,949.846,-16.296
8,0.07,00:38:23:14:00,751.0419999999999,949.816,-16.377
9,0.08,00:38:23:14:01,751.2330000000001,949.7655,-16.456
10,0.09,00:38:23:14:02,751.439,949.6975,-16.576
11,0.1,00:38:23:14:03,751.638,949.6495,-16.6785
12,0.11,00:38:23:15:00,751.824,949.6175,-16.7795
13,0.12,00:38:23:15:01,752.025,949.566,-16.915
14,0.13,00:38:23:15:02,752.209,949.523,-17.025
15,0.14,00:38:23:15:03,752.398,949.4639999999999,-17.1485
16,0.15,00:38:23:16:00,752.566,949.4010000000001,-17.295
17,0.16,00:38:23:16:01,752.748,949.3285,-17.463
18,0.17,00:38:23:16:02,752.9010000000001,949.2739999999999,-17.612000000000002
19,0.18,00:38:23:16:03,752.9760000000001,949.2315,-17.9005
20,0.19,00:38:23:17:00,753.1105,949.1705,-18.0725
21,0.2,00:38:23:17:01,753.199,949.1255,-18.24
22,0.21,00:38:23:17:02,753.3215,949.092,-18.3935
23,0.22,00:38:23:17:03,753.431,949.0555,-18.5345
24,0.23,00:38:23:18:00,753.553,949.0245,-18.6745
25,0.24,00:38:23:18:01,753.6675,948.982,-18.7745
26,0.25,00:38:23:18:02,753.7395,949.0015,-19.0705
27,0.26,00:38:23:18:03,753.7395,949.0015,-19.0705
28,0.27,00:38:23:19:00,753.865,948.946,-19.21
29,0.28,00:38:23:19:01,753.9789999999999,948.9155,-19.343
30,0.29,00:38:23:19:02,754.047,948.8739999999999,-19.4545
31,0.3,00:38:23:19:03,754.1625,948.7845,-19.4365
32,0.31,00:38:23:20:00,754.155,948.82,-19.6935
33,0.32,00:38:23:20:01,754.22,948.725,-19.632
34,0.33,00:38:23:20:02,754.2595,948.7035,-19.724
35,0.34,00:38:23:20:03,754.2925,948.6715,-19.819000000000003
36,0.35,00:38:23:21:00,754.313,948.6389999999999,-19.91
37,0.36,00:38:23:21:01,754.3155,948.5889999999999,-19.988
38,0.37,00:38:23:21:02,754.3185,948.528,-20.0605
39,0.38,00:38:23:21:03,754.3545,948.4685,-20.160999999999998
40,0.39,00:38:23:22:00,754.3435,948.404,-20.244
41,0.4,00:38:23:22:01,754.3495,948.337,-20.311
42,0.41,00:38:23:22:02,754.3475,948.283,-20.3595
43,0.42,00:38:23:22:03,754.3560000000001,948.257,-20.407
44,0.43,00:38:23:23:00,754.3430000000001,948.222,-20.4405
45,0.44,00:38:23:23:01,754.3430000000001,948.196,-20.465999999999998
