Frame,Time,SMPTE,bar_left_knee_x,bar_left_knee_y,bar_left_knee_z
1,0.0,00:38:23:12:01,786.959,414.5825,-43.685
2,0.01,00:38:23:12:02,786.916,414.5945,-43.6635
3,0.02,00:38:23:12:03,786.8969999999999,414.59,-43.644
4,0.03,00:38:23:13:00,786.8985,414.5735,-44.034
5,0.04,00:38:23:13:01,786.885,414.52,-44.2405
6,0.05,00:38:23:13:02,786.783,414.514,-44.0225
7,0.06,00:38:23:13:03,786.8795,414.5045,-44.0045
8,0.07,00:38:23:14:00,786.9730000000001,414.49199999999996,-43.9875
9,0.08,00:38:23:14:01,787.091,414.4635,-44.01
10,0.09,00:38:23:14:02,787.2165,414.45099999999996,-44.0575
11,0.1,00:38:23:14:03,787.326,414.431,-44.1175
12,0.11,00:38:23:15:00,787.4475,414.3945,-44.2385
13,0.12,00:38:23:15:01,787.5475,414.3555,-44.3685
14,0.13,00:38:23:15:02,787.6495,414.3145,-44.486000000000004
15,0.14,00:38:23:15:03,787.758,414.2775,-44.6125
16,0.15,00:38:23:16:00,787.8245,414.24800000000005,-44.744
17,0.16,00:38:23:16:01,787.9135,414.20599999999996,-44.858000000000004
18,0.17,00:38:23:16:02,787.9975,414.1835,-44.958
19,0.18,00:38:23:16:03,788.0445,414.149,-45.0705
20,0.19,00:38:23:17:00,788.118,414.1315,-45.1795
21,0.2,00:38:23:17:01,788.1505,414.1085,-45.2955
22,0.21,00:38:23:17:02,788.1635,414.0965,-45.4005
23,0.22,00:38:23:17:03,788.165,414.0845,-45.531000000000006
24,0.23,00:38:23:18:00,788.15,414.074,-45.7515
25,0.24,00:38:23:18:01,788.1525,414.05,-45.753
26,0.25,00:38:23:18:02,788.1435,414.048,-45.8495
27,0.26,00:38:23:18:03,788.1435,414.048,-45.8495
28,0.27,00:38:23:19:00,788.113,414.051,-45.9505
29,0.28,00:38:23:19:01,788.1345,414.0295,-46.0685
30,0.29,00:38:23:19:02,788.1215,414.01,-46.177
31,0.3,00:38:23:19:03,788.1205,413.9985,-46.286
32,0.31,00:38:23:20:00,788.12,413.968,-46.4035
33,0.32,00:38:23:20:01,788.1155,413.9715,-46.6045
34,0.33,00:38:23:20:02,788.1360000000001,413.9405,-46.705
35,0.34,00:38:23:20:03,788.1475,413.9335,-46.681000000000004
36,0.35,00:38:23:21:00,788.165,413.9145,-46.766000000000005
37,0.36,00:38:23:21:01,788.1775,413.895,-46.841
38,0.37,00:38:23:21:02,788.2015,413.874,-46.917
39,0.38,00:38:23:21:03,788.216,413.8345,-47.003
40,0.39,00:38:23:22:00,788.2115,413.81300000000005,-47.0835
41,0.4,00:38:23:22:01,788.211,413.78,-47.1545
42,0.41,00:38:23:22:02,788.206,413.75800000000004,-47.2175
43,0.42,00:38:23:22:03,788.1985,413.745,-47.3775
44,0.43,00:38:23:23:00,788.177,413.7175,-47.4555
45,0.44,00:38:23:23:01,788.178,413.7125,-47.496
46,0.45,00:38:23:23:02,788.172,413.686,-47.5555
47,0.46,00:38:23:23:03,788.1795,413.659,-47.5975
48,0.47,00:38:23:24:00,788.1925,413.6375,-47.6215
49,0.48,00:38:23:24:01,788.2255,413.61300000000006,-47.615
50,0.49,00:38:23:24:02,788.235,413.58,-47.6185
51,0.5,00:38:23:24:03,788.2655,413.5655,-47.59
52,0.51,00:38:24:00:00,788.2655,413.5655,-47.59
53,0.52,00:38:24:00:01,788.301,413.529,-47.583
54,0.53,00:38:24:00:02,788.3305,413.5015,-47.568999999999996
55,0.54,00:38:24:00:03,788.3475,413.4845,-47.5655
56,0.55,00:38:24:01:00,788.3795,413.455,-47.5655
57,0.56,00:38:24:01:01,788.3969999999999,413.42400000000004,-47.5895
58,0.57,00:38:24:01:02,788.409,413.399,-47.618
59,0.58,00:38:24:01:03,788.3939999999999,413.409,-47.637
60,0.59,00:38:24:02:00,788.3660000000001,413.4015,-47.669
61,0.6,00:38:24:02:01,788.3245,413.4035,-47.6955
62,0.61,00:38:24:02:02,788.247,413.398,-47.743
63,0.62,00:38:24:02:03,788.1439999999999,413.3935,-47.81100000000001
64,0.63,00:38:24:03:00,788.005,413.36800000000005,-47.876000000000005
65,0.64,00:38:24:03:01,787.872,413.3625,-47.9345
66,0.65,00:38:24:03:02,787.6845,413.379,-47.9705
67,0.66,00:38:24:03:03,787.5,413.3975,-47.98
68,0.67,00:38:24:04:00,787.2895,413.43,-48.001000000000005
69,0.68,00:38:24:04:01,787.0435,413.4565,-47.975
70,0.69,00:38:24:04:02,786.7935,413.476,-47.946000000000005
71,0.7,00:38:24:04:03,786.5355,413.5065,-47.8925
72,0.71,00:38:24:05:00,786.295,413.517,-47.8365
73,0.72,00:38:24:05:01,786.084,413.5015,-47.74100000000001
74,0.73,00:38:24:05:02,785.8975,413.4905,-47.6305
75,0.74,00:38:24:05:03,785.7325,413.47900000000004,-47.483000000000004
76,0.75,00:38:24:06:00,785.6585,413.4425,-47.3015
77,0.76,00:38:24:06:01,785.6585,413.4425,-47.3015
78,0.77,00:38:24:06:02,785.5885,413.4135,-47.1
79,0.78,00:38:24:06:03,785.5545,413.37699999999995,-46.8655
80,0.79,00:38:24:07:00,785.525,413.344,-46.592
81,0.8,00:38:24:07:01,785.5475,413.3145,-46.2565
82,0.81,00:38:24:07:02,785.5355,413.2875,-45.8695
83,0.82,00:38:24:07:03,785.548,413.27099999999996,-45.422
84,0.83,00:38:24:08:00,785.5525,413.2255,-44.9745
85,0.84,00:38:24:08:01,785.5465,413.1615,-44.4915
86,0.85,00:38:24:08:02,785.568,413.0845,-44.013000000000005
87,0.86,00:38:24:08:03,785.68,412.98699999999997,-43.4705
88,0.87,00:38:24:09:00,785.8580000000001,412.8795,-42.9715
89,0.88,00:38:24:09:01,786.0375,412.8055,-42.4695
90,0.89,00:38:24:09:02,786.2475,412.73900000000003,-42.0595
91,0.9,00:38:24:09:03,786.4335,412.7075,-41.6445
92,0.91,00:38:24:10:00,786.6805,412.6705,-41.263999999999996
